BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,contains_contacts_page,contains_business_name,contains_business_name_in_copyright,contains_social_media_links,contains_reviews_page,contains_zipCode,url_contains_phone_number,url_contains_email,manually_checked
704,1000005423,Gene Dornink Carpentry LLC,74427 170th Ave,,Hayfield,MN,55940,,5072068449,,https://dev.austincoc.com/list/member/gene-dornink-carpentry-llc-12487.htm,10019-000,Carpenters,2/12/2010 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/9/2023 9:12,Search,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000003599,Papa Murphy's Take and Bake,1845 Highway 59 S,,Thief Rvr Fls,MN,56701,USA,2186835129,,https://locations.papamurphys.com/mn/thief-river-falls/1845-hwy-59-south,50502-000,Pizza ,,,FALSE,NR,0,,0,FALSE,Micro-small,FALSE,1/29/2020 6:33,Search,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
704,1000001971,Mec Store,101 4th Ave NE,,Mandaree,ND,58757,USA,7017593609,,https://www.yellowpages.com/mandaree-nd/mip/mec-store-535053012,50567-000,Service Stations - Gasoline & Oil,1/1/2005 0:00,,FALSE,NR,0,7,0,FALSE,Micro-small,FALSE,1/30/2023 8:33,Search,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000006454,Byrnes Cleaning Inc,9526 172nd Ave Se,,Becker,MN,55308,USA,6128125019,,https://clustrmaps.com/a/7hrib/,66002-000,Cleaning Services,8/28/2013 0:00,5/5/2021 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,7/12/2022 8:33,Search,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000001486,Northwest Glass & Service,PO Box 505,,Pelican Rapids,MN,56572,USA,2188634442,,https://www.yellowpages.com/pelican-rapids-mn/mip/northwest-glass-services-470121013,50476-000,Paint - Retail,1/1/2005 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,Search,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000003047,Tow Time,23501 Capella St Ne,,Minneapolis,MN,55408,USA,6125011815,,https://towing-companies.cmac.ws/tow-time-inc/47850/,60103-000,Auto Repair & Service,1/1/2008 0:00,,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,1/29/2023 8:36,Search,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000005978,David R Savage Llc,18829 146Th St NW,,Elk River,MN,55330,USA,6126853147,,https://www.bizapedia.com/mn/david-r-savage-llc.html,10035-000,Contractors - General,4/15/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,4/20/2022 8:37,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005270,Heitkamp Properties LLC,4530 Palmgren Ln NE,,Saint Michael,MN,55376,USA,6123216949,,https://www.bizapedia.com/mn/heitkamp-properties-llc.html,60857-000,Tax Return Preparation,4/16/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/12/2020 3:57,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000006013,Peace of Mind Home Inspection,486 Victoria St S,,Saint Paul,MN,55102,USA,6512246415,,https://mnhomeinspections.com/,60469-000,Home Inspection Service,,11/1/2016 0:00,FALSE,NR,0,,,FALSE,Micro-small,FALSE,10/29/2020 3:52,Search,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1
704,1000000061,Olivers Restaurant,12401 Wayzata Blvd,,Hopkins,MN,55305,USA,9528769410,,https://menulist.menu/restaurants/hopkins/olivers-restaurant-6,50544-000,Restaurants,4/4/2016 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,4/13/2022 8:07,Search,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000001928,Discount Mattresses & More,501 N. Main Street ,,Stewartrville,MN,55976,USA,5075330360,,https://www.yellowpages.com/stewartville-mn/mip/discount-mattresses-more-497269220,10148-100,Retail Stores,6/7/2016 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/18/2022 9:13,Search,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000003224,Jerry's Home Upholstery ,5025 Abbott Ave S,,Minneapolis,MN,55410,USA,6129227572,,https://jerrysupholsterymn.com/,50693-000,Upholstery Fabrics - Retail,7/20/2016 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,3/17/2021 4:44,Search,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000006310,3c Sons Remodeling,7520 Autumn Chace Dr,,Minneapolis,MN,55438,USA,9524578744,,https://start.cortera.com/company/research/k4j0qzr6j/3c-sons-remodeling/,10035-000,Contractors - General,10/17/2016 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,8/11/2022 8:30,Search,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000005855,Clearview Construction Services Inc,1111 2nd St S,,Cold Spring,MN,56320,USA,,,https://www.facebook.com/ClearviewConstructionServices/,10035-000,Contractors - General,,4/30/2018 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,5/4/2021 4:06,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000003424,Sweet Perfections LLC,477 W 5th St,,Winona,MN,55987,USA,5074505272,,https://www.sweetperfections.com/,50052-000,Bakers - Retail,6/26/2014 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/24/2022 8:49,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000005753,Dan Hanson Installation LLC,102 S Central Ave,,Dalton,MN,56324,USA,2187708895,,https://www.merchantcircle.com/dan-hanson-installation-ashby-mn,10177-000,Construction & Remodeling Services,1/15/2009 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/30/2022 8:57,Search,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000004626,Carrington Homes LLC,PO Box 169,,Cedar,MN,55011,USA,7634444566,,https://www.houzz.com/professionals/home-builders/carrington-homes-llc-pfvwus-pf~975724870,10078-000,Home Builders,1/10/2008 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/7/2023 9:00,Search,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000003266,American Family Insurance- Cokato,220 Broadway Ave S,,Cokato,MN,55321,USA,3202865556,,https://www.amfam.com/agents/minnesota/cokato/robert-swendra,20028-000,Insurance - Homeowners,3/1/1996 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/25/2022 8:10,Search,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
704,1000004530,Bill&#39;s Auto,8810 Excelsior Blvd,,Hopkins,MN,55343,USA,9524260851,,http://www.billsservicegarage.com/,60107-700,Auto Repair - Maintenance,1/14/2014 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/27/2023 9:09,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000005656,Dan Barrett and Associates LLC,4015 Yates Ave N,,Minneapolis,MN,55422,USA,6122452882,,https://opencorporates.com/companies/us_mn/9019f90f-88d4-e011-a886-001ec94ffe7f,60075-000,Attorneys & Lawyers,3/25/2004 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/26/2022 8:45,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005039,BR Builders LLC,1004 S Darling Dr NW,,Alexandria,MN,56308,USA,3202963750,,https://www.houzz.com/professionals/home-builders/br-builders-llc-pfvwus-pf~2083027809,10177-000,Construction & Remodeling Services,6/17/2014 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,Search,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000005880,Dave Kuik Construction Inc,12305 110th St,,Edgerton,MN,56128,USA,5074435681,,https://opencorporates.com/companies/us_mn/fd60b03d-93d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,3/31/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,4/17/2020 4:01,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005445,"Inriched Flooring, LLC",709 118th Ave NE,,Blaine,MN,55434,USA,7637423093,,https://villagefloor.com/,85366-000,Contractors - Flooring,7/21/2009 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/26/2022 8:45,Search,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000001518,Legal Service-north Dakota,345 Main St,,New Town,ND,58763,USA,7016274719,,http://www.legalassist.org/,60075-000,Attorneys & Lawyers,1/1/1989 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,Search,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
704,1000003240,Cokato Apartments,440 2nd Str N,,Cokato,MN,55321,USA,3202862758,,https://www.smrrental.com/property/cokato-apartments-building-3/,60042-000,Apartments,8/8/1977 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,2/7/2023 14:31,Search,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000003060,Winona Shores Ofc,1010 Lark St,,Alexandria,MN,56308,USA,3207631120,,https://www.apartments.com/winona-shores-alexandria-mn/6ykw7bt/,60042-000,Apartments,1/1/2008 0:00,,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,1/29/2023 8:37,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005054,Brent Hagan Construction Inc,18429 Cty Rd 1,,Spring Valley,MN,55975,USA,5076577680,,https://www.dandb.com/businessdirectory/brenthaganconstruction-springvalley-mn-5754675.html,10177-000,Construction & Remodeling Services,3/22/1993 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/24/2023 8:58,Search,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000004973,Oak Terrace Estates,1618 Marion Rd SE Trlr 175,,Rochester,MN,55904,USA,5072898206,,https://www.facebook.com/oakterraceparksidemhp/,20061-000,Real Estate Developers,1/1/1996 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,9/16/2022 8:14,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000006594,Briggs Contracting LLC,8268 Rhode Island Ave S,,Minneapolis,MN,55438,USA,9528291860,,https://www.houzz.com/professionals/general-contractors/briggs-contracting-llc-pfvwus-pf~916354572,10035-000,Contractors - General,1/1/1991 0:00,12/9/2019 0:00,FALSE,NR,0,2,,FALSE,Micro-small,FALSE,12/12/2022 9:00,Search,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000001563,Natural Impressions Photo,33 Main St,,Hazen,ND,58545,USA,7017485656,,https://www.facebook.com/NaturalImpressionsPhotographybyJustine/,60658-000,Photographers - Portrait,1/1/2006 0:00,,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,2/1/2020 4:31,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000002410,Helping Angels Home Care,2219 Oakland Ave #111,,Minneapolis,MN,55404,USA,6122598570,,https://helpingangelshomecare.com/,60441-000,Home Health Services,6/28/2010 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/15/2021 4:25,Search,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000005773,Clayton Scheibel Construction Co.,18951 Riverbluff Dr,,New Ulm,MN,56073,USA,5073826456,,https://opencorporates.com/companies/us_mn/931b4978-b6d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,8/14/2002 0:00,1/7/2020 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/9/2023 8:32,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000003807,Pine Ridge Homes Inc,1509 14th St,,Cloquet,MN,55720,USA,2188791257,,https://pineridgehomes.org/,10035-000,Contractors - General,1/1/2002 0:00,,FALSE,NR,0,6,0,FALSE,Micro-small,FALSE,1/28/2023 8:48,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000003722,Adams Electric,49804 Thorn Apple Rd,,Aldrich,MN,56434,USA,2184455368,,https://electronic-system.info/company-adams-electric-in-aldrich-mn-104521,70544-000,Electric Companies,1/1/2005 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/28/2023 8:48,Search,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005053,"Brennan Properties, LLC",15680 Fish Point Rd SE,,Prior Lake,MN,55372,USA,6126164447,,https://opencorporates.com/companies/us_mn/9e6da3ce-b4d4-e011-a886-001ec94ffe7f,60732-000,Property Management,3/28/2003 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/20/2022 8:57,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000003212,Peepers Distinctive Eyewear,12390 Sherburne Ave,,Becker,MN,55308,USA,7632615444,,https://www.eyeglasses.com/eye-doctors/minnesota/becker/peepers-distinctive-eye-we/,50467-000,Optical Goods - Retail,1/1/1997 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/31/2020 4:26,Search,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000003015,R H Lodge,48663 Xenon Rd,,Villard,MN,56385,USA,3203520223,,https://m.facebook.com/profile.php?id=116125851741804,60447-000,Hotels,1/1/2007 0:00,,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,12/16/2022 9:11,Search,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000000140,InterState Delivery,395 John Ireland Blvd,,Saint Paul,MN,55155,USA,3344527730,,https://www.interstatedriving.com/contact-us,70542-000,Delivery Service,4/12/2016 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/2/2023 8:52,Search,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000004766,Gypsy K Consignment,2578 Bridge Ave,,Albert Lea,MN,56007,USA,5074732117,,https://www.facebook.com/GypsyKConsignment/,50159-000,Clothes - Consignment & Resale,1/21/2014 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,4/17/2020 4:01,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005596,Trustworthy Hardware,203 Valley Green Sq,,Le Sueur,MN,56058,USA,5076652267,,https://locations.ups.com/us/en/mn/lesueur/authorized-shipping-provider-162383.html,50333-000,Hardware - Retail,8/12/2016 0:00,,FALSE,A+,100,4,0,FALSE,Micro-small,FALSE,9/20/2020 3:56,Search,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005517,The Original Grass Kings LLC,6944 Pillsbury Ave,,Edina,MN,55423,USA,6125015318,,https://opencorporates.com/companies/us_mn/46cf8b91-86d4-e011-a886-001ec94ffe7f,70605-000,Snow Removal Service,7/7/2011 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/28/2019 4:25,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005771,Cafe 75,518 Atlantic ave,,Kennedy,MN,56733,USA,7017742500,,https://restaurantguru.com/Cafe-75-Kennedy-3,50544-000,Restaurants,9/26/2016 0:00,,FALSE,NR,0,,0,FALSE,Micro-small,FALSE,2/28/2021 3:59,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005026,Biersch Brothers Construction,1911 245th St,,Saint Augusta,MN,56301,USA,3209800553,,https://bierschbros.com/,10035-000,Contractors - General,11/8/2005 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,12/20/2022 8:57,Search,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000001693,Hegstad Furniture Appl & Floor,24 N Main St,,Tioga,ND,58852,USA,7016642845,,http://retailflooringstores.com/shop/store.asp?CompanyID=113480,50291-000,Furniture - Retail,1/1/2005 0:00,10/22/2019 0:00,FALSE,NR,0,3,,FALSE,Micro-small,FALSE,10/23/2019 8:25,Search,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
704,1000003720,Legends ,11 4th Street SE,,Rochester ,MN,55904,USA,5074241896,,https://www.medcitybeat.com/news-blog/2021/legends-bar-is-closing-its-doors-for-good,50544-000,Restaurants,6/14/2013 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/22/2022 8:45,Search,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000001615,Aalfs Construction LLC,4030 30th Ave SW,,Montevideo,MN,56265,USA,3202265238,,https://opencorporates.com/companies/us_mn/577a6e51-67ac-e211-82ac-001ec94ffe7f,10035-000,Contractors - General,4/23/2013 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,10/13/2020 4:00,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000002914,First Avenue Salon,528 1st Ave,,Westbrook,MN,56183,USA,5072746313,,https://cityofwestbrookmn.com/directory-business_lis/listing/first-avenue-salon/,60134-000,Beauty Salons,1/1/1993 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/31/2020 4:26,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005012,Diversified Property Services LLC,530 3rd St NE Apt 202,,Saint Cloud,MN,56304,USA,,,https://diversifiedpropertysvcs.com/,61100-000,Real Estate Services,5/12/2011 0:00,5/14/2018 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,5/18/2021 4:06,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000002985,Kneading Hands Massage,801 Lowery Ave,,Belgrade,MN,56312,USA,3202543349,,https://www.dandb.com/businessdirectory/kneadinghandsmassage-belgrade-mn-807158.html,60543-000,Massage Therapists,9/24/2009 0:00,10/24/2019 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/25/2019 4:28,Search,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000002287,"Wireless Ronin Technologies, Inc.",5929 Baker Rd Ste 475,,Minnetonka,MN,55345,USA,9525643500,,https://www.prnewswire.com/news-releases/creative-realities-and-wireless-ronin-technologies-announce-closing-of-merger-272150451.html,60538-000,Marketing Consultants,6/27/2016 0:00,1/1/2019 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/7/2022 14:14,Search,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000002114,Kevin's Body Shop,620 Eastvold Ave,,Ortonville,MN,56278,USA,3208393066,,https://vymaps.com/US/Kevin-S-Body-Shop-T840271000325874/,60094-000,Auto Body Repair & Painting,1/1/1984 0:00,6/20/2016 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,6/24/2019 4:06,Search,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000006495," Schmitty's Plumbing, Heating & Sheetmetal, Inc.",942 11th Ave S,,Wahpeton,ND,58075,USA,7016426574,,https://business.wahpetonbreckenridgechamber.com/list/member/schmitty-s-plumbing-heating-sheetmetal-inc-1386,10113-300,Plumbing - Renovation & Repair ,3/5/1998 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,7/9/2021 4:06,Search,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000006724,Blue Note of Winsted,PO Box 847,310 3rd St. S.,Winsted,MN,55395,USA,3204852303,,http://www.bluenoteballroom.com/,50138-000,Caterers,10/24/1995 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,3/20/2020 3:52,Search,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000003938,Namar Publishing LLC,1865 Buerkle Rd,,Dellwood,MN,55110,USA,6513519143,,https://opencorporates.com/companies/us_mn/41e49994-f69d-e111-afc0-001ec94ffe7f,30544-000,Publishers - Directory & Guide,5/14/2012 0:00,3/15/2016 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,3/18/2019 3:58,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000004537,Perfect Cleaners & Launderers,14605 County Road 11,,Burnsville,MN,55337,USA,9524323552,,https://www.showmelocal.com/profile.aspx?bid=1104939,60214-000,Dry Cleaners,1/1/2000 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/17/2021 4:33,Search,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
704,1000001710,Harding's Towing,7438 State Highway 55 NW,,Maple Lake,MN,55358,USA,3209635865,,https://m.facebook.com/pages/category/Towing-Service/Hardings-Towing-Inc-1581607835475016/,60103-000,Auto Repair & Service,3/21/2002 0:00,11/1/2019 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/25/2020 4:57,Search,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000005834,Creative Home Enhancements LLC,8701 3rd Ave S,,Minneapolis,MN,55420,USA,6125083839,,https://opencorporates.com/companies/us_mn/8a033158-8fd4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,3/19/2007 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,2/23/2021 4:07,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000005263,Affiliated Home Services Inc. ,12806 Ranch Rd NW,,Elk River,MN,55330,USA,7634418490,,http://www.affiliatedhomehealth.com/,10078-000,Home Builders,4/12/1995 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,4/20/2022 8:36,Search,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000006236,"Al Larson & Sons Plumbing & Heating, Inc.",308 Saint Anthony St S,,Preston,MN,55965,USA,5077652405,,https://www.prestonmnchamber.com/directory/al-larson-sons-ph/,10113-000,Plumbers,4/6/1994 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/3/2023 8:39,Search,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000001840,Tasto Lawn and Dock Service,207 Holmes Ave,,Brandon,MN,56315,USA,3208081111,,https://www.echopress.com/news/1028477-assumed-name-tasto-lawn-and-dock-service,00155-000,Landscape Contractors,1/1/2007 0:00,6/3/2016 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,11/24/2020 4:02,Search,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000000022,Klein Lawn Care,14268 Underclift St NW,,Andover,MN,55304,USA,7635670493,,https://business.google.com/website/klein-lawn-care-snow-plowing/posts/5202964928957393543,00157-000,Lawn Maintenance,8/12/2009 0:00,10/14/2019 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/11/2020 4:12,Search,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
704,1000004866,Frank Madden & Assoc,505 US-169 Frontage Rd # 295,,Minneapolis,MN,55441,USA,7635452525,,https://www.lawyers.com/minneapolis/minnesota/frank-madden-and-associates-757899-f/,60075-000,Attorneys & Lawyers,1/1/1987 0:00,,FALSE,A+,100,3,0,FALSE,Micro-small,FALSE,11/23/2022 9:43,Search,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
704,1000005236,Glass Plus Inc,3424 Gowan Ave SW,,Howard Lake,MN,55349,USA,7636587171,,https://www.showmelocal.com/profile.aspx?bid=1174728,60990-000,"Auto Repair - Windshield, Glass Shops",4/7/1994 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/26/2022 8:45,Search,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
704,1000005107,Green Stripe Lawncare & Irrigation Inc,5326 16th St N,,Saint Cloud,MN,56303,USA,3202526992,,https://www.dandb.com/businessdirectory/greenstripelawncareirrigationinc-saintcloud-mn-36620565.html,00155-000,Landscape Contractors,8/16/2007 0:00,10/14/2016 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/21/2019 4:07,Search,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0
704,1000004961,Aspen Property Maintenance,918 Minneapolis Ave,,Duluth,MN,55803,USA,2183432897,,https://landscape-services.cmac.ws/aspen-property-maintenance/75440/,00155-000,Landscape Contractors,1/1/2008 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/7/2023 9:00,Search,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000001783,Le Beau Monde,31344 County Road 11,,Freeport,MN,56331,USA,3203567519,,https://www.instagram.com/shoplebeaumonde/?hl=en,60134-000,Beauty Salons,1/1/1984 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/30/2023 8:33,Search,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
704,1000004726,Meadow Green Hydroseed LLC,23253 Taylor St NE,,East Bethel,MN,55005,USA,7634131483,,https://www.superpages.com/bethel-mn/hydroseeding,00155-101,Hydroseeding,5/20/1999 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/6/2022 9:12,Search,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
704,1000005776,Marriott Residence Inn Minneapolis Edina,3400 Edinborough Way,,Edina,MN,55435,USA,9528939300,,https://www.marriott.com/en-us/hotels/mspda-residence-inn-minneapolis-edina/overview/,60447-000,Hotels,9/26/2016 0:00,,FALSE,A+,98.16,1,0,FALSE,Micro-small,FALSE,1/1/2020 7:41,Search,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
704,1000001455,Bueno Construction,515 78th Ave #4,,Minneapolis,MN,55432,USA,6122326871,,https://www.facebook.com/Buenoconstructionllc/,10177-000,Construction & Remodeling Services,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,Search,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
