BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia
704,96008553,"B & R Hardwood and Tile, Inc.",8445 Powers Pl,,Chanhassen,MN,55317,USA,6126448779,kurt@brflooring.biz,http://www.brflooring.biz,10058-000,"Floor Laying, Refinishing & Resurfacing",10/1/2001 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,10/14/2022 8:12,BBB
704,96019295,"Dix Bros Siding, LLC",2323 15th Ave NW,,Rochester,MN,55901,USA,5072811888,shawndix@centurylink.net,https://www.centurylink.net/,10135-000,Siding Contractors,7/26/1999 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,7/12/2022 8:33,Email
704,1000045469,Contactmeasap,322 N Maple St,,Chaska,MN,55318,USA,844313TEXT,custservice@contactmeasap.com,http://www.contactmeasap.com,60539-000,Marketing Programs & Services,4/18/2020 0:00,,TRUE,A-,90.8,1,,FALSE,Micro-small,FALSE,1/6/2023 9:13,BBB
704,1000045559,Breeze Heating and Cooling LLC,6332 205TH Court N,,Forest Lake,MN,55025,USA,6512698009,breezeheating@gmail.com,https://www.breezemn.com/,10182-000,Heating & Air Conditioning,2/28/2019 0:00,,FALSE,A+,99.82,2,,FALSE,Micro-small,FALSE,2/1/2023 8:58,BBB
704,96558064,Brooke Makennah Photography,,,,,,,,,http://brookemakennahphotography.zenfolio.com/contact.html,60655-100,Photographers,1/20/2015 0:00,,FALSE,NR,0,,0,FALSE,Micro-small,FALSE,2/27/2021 4:08,BBB
704,1000061180,Posh Pocket Pups,2231 Robich Rd,,Ely,MN,55731,USA,2182123303,,https://www.poshpocketpups.com,05195-000,Dog Breeders,12/1/2022 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/27/2022 8:49,BBB
704,96031268,Cartridge World Bloomington,6552 Nathan Ln N,,Maple Grove,MN,55369,USA,9527465768,,http://www.cartridgeworld.com,30539-101,Ink Cartridge - Refill & Sales,8/17/2004 0:00,,FALSE,NR,0,4,,FALSE,Small,FALSE,10/23/2022 8:01,BBB
704,1000017763,Ben Johnson - RE/MAX Results: Real Estate Nation,125 Lake St West,,Wayzata,MN,55391,USA,9524758057,info@realenation.com,https://www.realestatenationteam.com,60729-000,Real Estate,6/2/2006 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,8/25/2021 4:57,BBB
704,96011841,Terrys Pools & Spas,2918 State Highway 68,,Marshall,MN,56258,USA,5075327550,,https://www.facebook.com/Owner-Terrys-Foods-Terrys-Pools-and-Spas-396460887038064/,50602-000,Spas & Hot Tubs - Dealers,1/1/2000 0:00,,FALSE,A+,100,3,,FALSE,Micro-small,FALSE,10/15/2021 4:11,BBB
704,96542822,Midwest Art & Frame Inc,3250 Fanum Rd,,Vadnais Hts,MN,55110,USA,6126239771,curt@midwestart.com,http://www.zartastic.com,30760-100,Wood Products - Sawdust & Shavings,5/15/1991 0:00,,FALSE,A+,100,1,0,FALSE,Small,FALSE,7/21/2022 8:46,BBB
704,96091849,Crest Precast Inc,609 Kistler Dr,,La Crescent,MN,55947,USA,5078952342,info@crestprecastconcrete.com,http://www.crestprecastconcrete.com,50180-000,Concrete Products,1/1/1984 0:00,,FALSE,A+,100,47,,FALSE,Small,FALSE,8/20/2022 8:40,BBB
704,96036519,"Electric Component Sales, Inc.",6474 City West Pkwy,,Eden Prairie,MN,55344,USA,9529469510,,http://www.ecs-sales.com,50236-000,Electric Equipment & Supplies - Retail,1/1/1999 0:00,,FALSE,A+,100,15,,FALSE,Small,FALSE,11/13/2021 3:59,BBB
704,96385598,Total Real Estate Success,1076 County Road B W Ste 103,,Saint Paul,MN,55113,USA,6125682234,info@totalREsuccess.com,http://www.totalREsuccess.com,60729-102,Real Estate Agents,9/16/2010 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/2/2021 3:51,BBB
704,1000057111,Theory Z Media LLC,11936 Baypoint Dr,,Burnsville,MN,55337,USA,6513357093,info@theoryzmedia.com,https://www.theoryzmedia.com/,60538-000,Marketing Consultants,4/2/2019 0:00,,FALSE,A+,99.06,1,,FALSE,Micro-small,FALSE,11/15/2022 9:12,BBB
704,1000038291,Homewatch CareGivers of St. Cloud,2701 Clearwater Rd,,Saint Cloud,MN,56301,USA,3202381101,ttravaglio@homewatchcaregivers.com,https://www.homewatchcaregivers.com/stcloud/,85273-000,In-Home Care,5/13/2019 0:00,,FALSE,A+,98.35,20,0,FALSE,Small,FALSE,9/13/2022 8:18,BBB
704,96008371,AllBright Home Services Corp,4445 W 77th St,Ste 120,Minneapolis,MN,55435,USA,9528883000,allbrighthomeservices@gmail.com,http://www.allbrighthomeservices.com,60954-000,Window Cleaning,7/27/1990 0:00,,TRUE,A+,100,7,0,FALSE,Small,FALSE,1/10/2023 8:48,BBB
704,1000038292,JP Handyman & Remodeling,34178 Jackal Ct NW,,Princeton,MN,55371,USA,6123630398,JPhandyman@mac.com,http://www.jphandyman.net,15035-000,Handyman Services,5/8/2008 0:00,,FALSE,F,59,1,0,FALSE,Micro-small,FALSE,8/26/2020 4:59,BBB
704,1000026459,Total Auto Care,5995 Main St,,North Branch,MN,55056,USA,6516748787,,https://total-auto-care-auto-repair.business.site,60103-000,Auto Repair & Service,,,FALSE,C,74.52,1,0,FALSE,Micro-small,FALSE,5/23/2022 8:19,BBB
704,96031256,"C & J Bus Repair, Inc.",9010 Pillsbury Ave S,,Minneapolis,MN,55420,USA,9528810034,denise@cjinc.net,https://www.cjbusrepair.net/,60169-000,Buses - Repair & Service,4/15/1988 0:00,,TRUE,A+,100,10,,FALSE,Small,FALSE,2/3/2023 9:11,BBB
704,1000016171,"Blue Ribbon Quality Meats, LLC",7124 Jason Ave NE,,Monticello,MN,55362,USA,7632952025,,http://www.blueribbonmeatsmn.com/,30068-000,Butchering,11/20/2013 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/3/2021 4:08,BBB
704,1000024305,Customize  It,1050 Burnsville Center,,Burnsville,MN,55306,USA,9528923522,customizeitmn@yahoo.com,http://shopcustomizeit.com/,44024-000,Custom Service,2/19/2019 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,8/2/2022 8:45,BBB
704,96345159,"Eventive Meetings, LLC",6411 Rolling Hills Rd,,Hamel,MN,55340,USA,6123275550,liza@eventivemeetings.com,http://www.eventivemeetings.com,65259-000,Event Planners,1/29/2007 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,8/4/2022 8:31,BBB
704,17000436,Multiple Concepts Interiors,26 1st Ave N,,Waite Park,MN,56387,USA,3202535078,pfuller@mcicarpetone.com,http://www.mcicarpetone.com,50133-000,Carpet & Rug Dealers - New,7/1/1976 0:00,,FALSE,A+,100,50,,FALSE,Medium,FALSE,9/15/2022 8:33,BBB
704,1000014180,Hardline Exteriors LLC,21483 Grenada Ave Ste 120,,Lakeville,MN,55044,USA,6512424740,caleb@hardlineexteriors.com,https://www.hardlineexteriors.com/,10035-000,Contractors - General,6/22/2017 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/10/2023 8:49,Email
704,43000976,Laurentian Chamber of Commerce,403 1st St N Ste 1,,Virginia,MN,55792,USA,2187412717,admin@laurentianchamber.org,http://laurentianchamber.org/,60194-000,Chambers Of Commerce,1/1/1921 0:00,,TRUE,A+,100,4,0,FALSE,Micro-small,FALSE,12/13/2022 9:02,BBB
704,96087275,Cornerstone Construction,1571 Brummer Dr,,Cloquet,MN,55720,USA,2188792922,,http://www.cornerstoneconstruction.com,10177-000,Construction & Remodeling Services,1/1/2004 0:00,,FALSE,NR,0,4,0,FALSE,Micro-small,FALSE,3/2/2022 10:29,BBB
704,96013406,Cruzan Construction,49452 316th St,,Winthrop,MN,55396,USA,5072375544,stcruzan@netzero.org,http://www.CruzanConstruction.com,10177-000,Construction & Remodeling Services,8/1/1996 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,7/20/2022 9:10,BBB
704,1000045593,Arcon Credit Solutions LLC,8425 Seasons Parkway; Suite #106,,Woodbury,MN,55125,USA,8339760969,craig.gordon@arconcredit.com,https://arconcredit.com/,60226-000,Collection Agencies,4/10/2020 0:00,,FALSE,A,94.08,20,0,FALSE,Small,FALSE,2/8/2023 9:28,BBB
704,51000477,The Exchange Inc. of Duluth,301 W 1st St Ste 1,,Duluth,MN,55802,USA,2187278836,info@theexchangecateringanddeli.com,http://www.theexchangecateringanddeli.com,50138-000,Caterers,1/1/1989 0:00,7/24/2020 0:00,FALSE,NR,0,6,,FALSE,Small,FALSE,7/29/2020 4:43,BBB
704,3000330,Custom Upholstery,445 Broadway Ave,Ste 5,Saint Paul Park,MN,55071,USA,6514581519,cabinets@pro-ns.net,http://www.thecabinetoutlet.com,50373-000,Kitchen Cabinets & Equipment - Household,12/29/2006 0:00,8/29/2018 0:00,FALSE,NR,0,4,0,FALSE,Micro-small,FALSE,8/30/2018 4:03,BBB
704,96578459,Arbor Pointe Liquors,9084 Buchanon Trl,,Inver Grove Heights,MN,55076,USA,6514576775,apliquors@gmail.com,http://www.arborpointeliquor.com/,50399-000,Liquor Stores,3/25/2009 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/7/2022 9:16,BBB
704,96177932,Wise Insurance Inc,Po Box 647,,Chanhassen,MN,55317,USA,9529330352,linda.wise@wise-agency.com,https://www.wise-agency.com/,20080-000,Insurance Services,1/1/1990 0:00,,FALSE,A+,100,8,,FALSE,Micro-small,FALSE,7/23/2022 8:43,Email
704,23001268,HVAC Services Inc,312 NE 3rd Ave,,Grand Rapids,MN,55744,USA,2183274962,cori@aaplghtg.com,http://www.aaplghtg.com,10076-000,Heating Contractors,1/1/1990 0:00,9/20/2021 0:00,FALSE,NR,0,9,,FALSE,Micro-small,FALSE,2/2/2023 8:52,BBB
704,96056647,"A. Pietig Concrete & Brick Paving, LLC",8116 Pillsbury Ave S,,Bloomington,MN,55420,USA,9528350393,pietig@apietigconcrete.com,http://www.apietigconcrete.com,10089-000,Mason Contractors,5/1/2003 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/7/2022 9:09,BBB
704,1000028690,Northwoods Painting LLC,11017 187th Ave NW,,Elk River,MN,55330,USA,7639138498,northwoodspaintingllc@gmail.com,http://www.facebook.com/pages/category/Home-Improvement/Northwoods-Painting-LLC-2363506813880530/,10095-000,Painting Contractors,12/28/2018 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,8/25/2022 8:36,BBB
704,96297820,Skaff Apartments,1130 28th Ave S,,Moorhead,MN,56560,USA,7012361193,,http://www.skaffapartments.com,60042-000,Apartments,1/1/1957 0:00,,FALSE,A+,100,13,,FALSE,Small,FALSE,2/9/2022 9:41,BBB
704,1000003579,Kwik Trip,375 Cottonwood Drive,,Winona,MN,55987,USA,5074523273,,http://kwiktrip.com,50199-000,Convenience Stores,9/4/2013 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,6/1/2022 21:26,BBB
704,1000022062,Freeland Realty LLC,708 Eastridge Dr,,Northfield,MN,55057,USA,5075815038,tim@timfreeland.com,http://timfreeland.com/,60729-102,Real Estate Agents,3/9/2017 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,9/17/2021 4:03,BBB
704,1000054230,Brand Advantage Group Inc,12872 State Highway 55,,Minneapolis,MN,55441,USA,7635594330,info@brandadvantagegroup.com,http://www.brandadvantagegroup.com/,60771-300,Promotional Products,2/28/2017 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,4/20/2022 8:37,BBB
704,519,Luther Auto Group,3701 Alabama Ave S,,Minneapolis,MN,55416,,8666999621,barb.hilbert@lutherauto.com,http://www.lutherauto.com/,50039-000,Auto Dealers - New Cars,1/1/1937 0:00,,TRUE,A+,100,90,,FALSE,Small,FALSE,2/9/2023 9:11,BBB
704,1000026156,Cities Edge Specialized Transportation LLC,204 Railroad Ave,,Delano,MN,55328,USA,6124183203,citiesedge@citiesedge.net,http://www.citiesedge.net/,50750-000,Transportation Services,1/8/2017 0:00,,FALSE,A+,100,12,,FALSE,Small,FALSE,2/3/2023 9:12,BBB
704,1000012529,"All-State Painting, LLC",810 Robert Ave N,,Maple Lake,MN,55358,USA,7633705511,info@allstatepaintingmn.com,http://www.allstatepaintingmn.com/,10095-000,Painting Contractors,3/12/2014 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,10/7/2022 8:31,BBB
704,96074374,EddieVegas Online Store,1555 Carlton Ave W,,Cloquet,MN,55720,USA,2188793796,e.matthews@mchsi.com,http://www.eddievegas.com,60974-000,Internet Shopping,,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,2/4/2022 9:35,BBB
704,1000016260,Curvy Angels,7108 Unity Ave N,,Brooklyn Ctr,MN,55429,USA,6126002359,curvyangels1@gmail.com,http://thickcurvyangels.com,55093-000,Clothing - Retail,1/16/2018 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/14/2023 8:57,BBB
704,96369845,Pirtek Burnsville,1409 Cliff Rd E,,Burnsville,MN,55337,USA,9528955400,,http://www.pirtekusa.com/fwp/burnsville,50347-000,Hose & Tubing - Rubber & Plastic,5/25/2012 0:00,,FALSE,A+,100,4,0,FALSE,Micro-small,FALSE,12/7/2021 4:13,BBB
704,96083001,Livhome,5900 Wilshire Blvd Ste 705,,Los Angeles,CA,90036,USA,3239335880,cgislason@livhome.com,http://www.livhome.com,60614-000,Nurses Registries,1/1/1999 0:00,,FALSE,A+,100,80,,FALSE,Medium,FALSE,8/11/2021 4:45,BBB
704,1000013506,Club Pilates Arbor Lakes,11658 Fountains Dr,,Maple Grove,MN,55369,USA,7632194880,ArborLakes@clubpilates.com,http://www.clubpilates.com/arborlakes,60430-100,Fitness Centers,6/20/2016 0:00,,FALSE,A+,100,14,0,FALSE,Small,FALSE,2/11/2022 9:25,BBB
704,1000049655,High Point Gutters LLC,5063 Silver Leaf St,,Hermantown,MN,55811,USA,2183913388,matt@highpointgutters.com,http://highpointgutters.com/,10073-310,Gutter Contractor,12/26/2012 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,6/15/2022 9:02,BBB
704,1000001283,Rainbow International of Fargo,102 W Beaton Dr,,West Fargo,ND,58078,USA,7014124776,ned@rainbowfargo.com,https://rainbowintl.com/fargo,60184-000,Carpet & Rug Cleaners,1/1/2007 0:00,,FALSE,A+,100,3,0,FALSE,Micro-small,FALSE,12/3/2022 9:06,BBB
704,96311346,Beste & Associates (A private wealth advisory practice of Ameriprise Financial Services Inc),30 25th Ave S Ste 101,,Saint Cloud,MN,56301,USA,3202301710,james.2.beste@ampf.com,http://www.jbeste.com,20045-000,Investment Advisory Service,8/30/2002 0:00,,FALSE,A+,100,6,0,FALSE,Small,FALSE,8/25/2022 8:35,BBB
704,44002498,Anderson Exteriors - Kevin D Anderson,6621 157th Ave NW,,Ramsey,MN,55303,USA,7633230970,andext76@aol.com,http://www.andersonexteriors.com,10178-000,Windows - Installation & Service,10/20/1987 0:00,,TRUE,A+,100,1,0,FALSE,Micro-small,FALSE,8/25/2022 8:35,BBB
704,1000019214,Bluff Country Tree Service LLC,616 Tower Ct Se,,Stewartville,MN,55976,USA,5072514775,,https://bluffcountrytreellc.business.site/,00219-000,Tree Service,4/10/2017 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/12/2021 4:01,BBB
704,96564110,"Blueline Seamless Rain Gutters, LLC",820 Walnut St E,,Devils Lake,ND,58301,,7012303635,,http://bluelinegutter.com/,10073-000,Gutters & Downspouts,11/14/2014 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,2/9/2023 17:07,BBB
704,1000036743,Beautiful Classy Driven LLC,2639 Dupont Ave N,,Minneapolis,MN,55411,USA,6122428050,beautifulclassydriven@gmail.com,https://www.beautifulclassydriven.com,65259-000,Event Planners,8/28/2019 0:00,,FALSE,A+,98.46,1,0,FALSE,Micro-small,FALSE,1/14/2023 8:57,BBB
704,1000027072,1-ton Wonton,2365 Cottage Dr,,Stillwater,MN,55082,USA,6123668450,,https://www.facebook.com/1TONWONTON/,50544-200,Food Trucks,8/18/2017 0:00,,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,2/7/2023 9:00,BBB
704,96345432,Lignite Tire Service,300 19th St NW,,Beulah,ND,58523,USA,7018737711,tires@westriv.com,https://www.westriv.com/,50659-000,Tire Dealers,1/1/1985 0:00,,FALSE,A+,100,10,,FALSE,Micro-small,FALSE,11/10/2022 9:22,Email
704,96084918,MB25 Media Solutions,4969 Olson Memorial Hwy,,Golden Valley,MN,55422,USA,6122109494,bepstein@mb25media.com,http://www.mb25media.com,60010-000,Advertising Agencies & Counselors,1/1/1989 0:00,10/16/2019 0:00,FALSE,NR,0,14,,FALSE,Micro-small,FALSE,10/17/2022 7:54,BBB
704,96015833,Tecnifoam Inc,4400 Ball Rd NE,,Circle Pines,MN,55014,USA,7635377000,info@tecnifoam.com,http://www.tecnifoam.com,30499-000,Plastics - Foam,1/1/1994 0:00,,FALSE,A+,100,30,,FALSE,Small,FALSE,11/23/2021 6:32,BBB
704,96075074,BANK Bar,88 S 6th St,,Minneapolis,MN,55402,USA,2038498844,info@heihotels.com,http://www.bankrestaurantmpls.com/,50544-000,Restaurants,10/1/2007 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/18/2022 8:15,BBB
704,1000045979,Broberg Concrete LLC,69285 260th St,,Dassel,MN,55325,USA,3203109468,,https://www.brobergconcrete.com/,10015-000,Buildings - Concrete,7/31/2019 0:00,,FALSE,A+,98.73,1,,FALSE,Micro-small,FALSE,1/26/2023 22:17,BBB
704,96117973,"All Night Pillows, LLC",7373 Knollwood Dr,,Mounds View,MN,55112,USA,6513296418,pillowmanan@gmail.com,http://www.allnightpillows.com,50498-000,Pillows,12/28/2009 0:00,2/4/2016 0:00,FALSE,NR,0,1,,FALSE,Small,FALSE,11/21/2019 4:32,BBB
704,96056607,RHS Realty,7741 147th St W,,Saint Paul,MN,55124,USA,9529971900,,http://www.rhsrealty.com,60729-000,Real Estate,,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,12/17/2021 4:16,BBB
704,96210026,"Arrowhead Electric Cooperative, Inc.",5401 W Hwy 61,,Lutsen,MN,55612,USA,2186637239,jkartes@arrowhead.coop,http://www.aecimn.com,70544-000,Electric Companies,1/1/1953 0:00,,FALSE,A+,100,17,,FALSE,Small,FALSE,7/1/2021 4:10,BBB
704,96023318,"Credit Score Recovery, LLC",10159 Wayzata Blvd Ste 200,,Minnetonka,MN,55305,USA,9529604060,info@creditscorerecovery.org,http://www.creditscorerecovery.org,20079-000,Credit Services,11/1/2005 0:00,4/25/2016 0:00,FALSE,NR,0,3,,FALSE,Micro-small,FALSE,1/10/2023 8:48,BBB
704,96152923,"RazorWire Solutions, Inc",12527 Central Ave NE Ste 197,,Blaine,MN,55434,USA,6124240857,info@razorwiresolutions.com,http://www.razorwiresolutions.com,65473-000,Internet - Web Hosting,4/1/2008 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,6/18/2022 8:22,BBB
704,1000008511,Klosterbuer & Haubrich LLP,120 N Mckenzie St,,Luverne,MN,56156,USA,5072839111,,http://www.khlawmn.com,60075-000,Attorneys & Lawyers,1/1/1984 0:00,,FALSE,A+,100,5,0,FALSE,Micro-small,FALSE,4/25/2020 3:58,BBB
704,96117005,Federal Industries Corporation,2550 Niagara Ln N,,Minneapolis,MN,55447,USA,7634761500,cs@chem-tran.com,http://www.chem-tran.com,30374-000,Mailing Containers,1/1/1980 0:00,,FALSE,A+,100,3,0,FALSE,Small,FALSE,4/27/2022 8:41,BBB
704,1000013153,Cultivate Construction LLC,4506 Bloomington Ave,,Minneapolis,MN,55407,USA,6127301434,lance@cultivatedspaces.com,https://cultivatedspaces.com/,10177-000,Construction & Remodeling Services,6/30/2016 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,8/31/2022 9:00,BBB
704,96026848,Burns Plumbing and Heating,318 Woodland Dr,,Owatonna,MN,55060,USA,5074517629,,http://www.burnsplumbingandheating.com,10113-000,Plumbers,1/1/1977 0:00,,FALSE,A+,100,5,,FALSE,Micro-small,FALSE,8/24/2021 4:06,BBB
704,96558492,Jay Fletch Real Estate Group,8631 Eagle Point Blvd,,Lake Elmo,MN,55042,USA,6515022972,jayfletch@edinarealty.com,http://www.jayfletchrealty.com/,60729-102,Real Estate Agents,,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/18/2022 9:13,BBB
704,96153246,Glissade Ski Products,4855 Eagle Creek Blvd,,Shakopee,MN,55379,USA,9524961927,,http://www.glissade.com,50592-000,Ski Equipment - Retail,1/1/2002 0:00,,FALSE,NR,0,6,0,FALSE,Micro-small,FALSE,3/2/2022 10:31,BBB
704,1000045103,Renewal Properties,295 Wedgewood Ln N,,Plymouth,MN,55441,USA,6126162532,tony@renewal-properties.com,http://www.renewal-properties.com,10035-000,Contractors - General,8/26/2019 0:00,,FALSE,A+,98.21,1,0,FALSE,Micro-small,FALSE,12/6/2022 9:13,BBB
704,96372097,Power Chairs and Scooter Store Medical Supply LLC,255 Highway 97 Unit 7B,,Forest Lake,MN,55025,USA,6519820002,Joel@PowerChairsAndScooterStore.com,http://www.powerchairsandscooterstore.com,80152-000,Chairs - Orthopedic & Lift,10/11/2010 0:00,,FALSE,A+,100,3,,FALSE,Micro-small,FALSE,1/14/2023 8:57,BBB
704,1000043406,Nextstep Resources Inc,7890 12th Ave S,,Minneapolis,MN,55425,USA,9528538400,,http://www.nsresources.com,60745-000,Religious Organizations,1/1/1997 0:00,,FALSE,A+,100,4,,FALSE,Micro-small,FALSE,12/16/2020 5:07,BBB
704,96146079,Robert Linden Construction,4356 5th St NE,,Columbia Heights,MN,55421,USA,6123968773,rlinden1@mac.com,http://www.facebook.com/pages/Robert-Linden-Construction/111127422247575,10177-000,Construction & Remodeling Services,5/1/2008 0:00,,FALSE,A+,100,2,,FALSE,Micro-small,FALSE,4/29/2021 4:07,BBB
704,96025101,"Haala Homes, Inc.",1688 Beech St,,Saint Paul,MN,55106,USA,6517741680,haalahomes@msn.com,http://www.haalahomes.com,10035-000,Contractors - General,8/1/2005 0:00,4/27/2016 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,4/29/2019 4:00,BBB
704,1000009315,Red Leaf Design,3957 Yosemite Ave S,,Minneapolis,MN,55416,USA,6123145260,,http://www.redleafdesign.com/,60979-000,Internet Marketing Services,8/22/2000 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,5/4/2020 3:53,BBB
704,24000224,Tyler Area Community Club,151 N Tyler St,,Tyler,MN,56178,USA,5072473905,info@mnchamberexecutives.com,http://www.mnchamberexecutives.com/,60194-000,Chambers Of Commerce,1/1/1983 0:00,,TRUE,A+,100,1,0,FALSE,Small,FALSE,12/13/2022 9:02,BBB
704,1000035114,Duluth Trading Company,9320 Hudson Rd,,Saint Paul,MN,55125,USA,6084241544,,https://www.duluthtrading.com/,55093-000,Clothing - Retail,10/29/1986 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,6/1/2022 21:27,BBB
704,96536090,Sunrise Sprinkler,12978 Pheasant Hill Rd NE,,Osakis,MN,56360,USA,3208595320,,http://www.sunrise-sprinkler.com/,50782-000,Lawn & Garden Sprinkler Systems,3/5/2014 0:00,,FALSE,A+,100,,0,FALSE,Micro-small,FALSE,4/29/2021 4:07,BBB
704,96364299,Mosquito Squad of SE MN,905 Riverwood Ln SW,,Oronoco,MN,55960,USA,5073672529,dbuchanan@mosquitosquad.com,http://southeast-minnesota.mosquitosquad.com,60650-200,Mosquito Control,11/22/2010 0:00,8/7/2020 0:00,FALSE,NR,0,5,,FALSE,Micro-small,FALSE,3/22/2022 8:36,BBB
704,96220671,Hospice of Murray County,36 Park Dr,,Slayton,MN,56172,USA,5078368114,hospice@hospiceofmurraycounty.com,http://www.hospiceofmurraycounty.com,60443-000,Hospices,1/1/1996 0:00,,FALSE,NR,0,32,0,FALSE,Small,FALSE,6/29/2020 3:55,BBB
704,96354945,Gadtke & Brennan PA,11210 86th Ave N,,Maple Grove,MN,55369,USA,7633154548,tgadtke@gadtkelawfirm.com,http://www.lemonlawminnesota.com/,60005-000,Accountants,1/1/2010 0:00,,FALSE,A+,100,5,,FALSE,Micro-small,FALSE,2/2/2022 9:43,BBB
704,96542945,Dirt Dynamics,4206 3rd Ave N,,Fargo,ND,58102,USA,7017933055,mstock.dirtdynamics@gmail.com,https://www.dirtdynamicsllc.com/,10035-000,Contractors - General,3/1/2001 0:00,,FALSE,A+,100,50,,FALSE,Small,FALSE,12/6/2022 9:12,BBB
704,1000036384,Kouril Woodworks LLC,PO BOX 152,,Big Lake,MN,55309,USA,6125580676,,http://www.kourilwoodworks.com,30760-000,Woodworking,6/18/2018 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,8/25/2022 8:36,BBB
704,96234530,R K Construction Service Inc,39335 State Highway 286,,Marcell,MN,56657,USA,2188322842,rkconstructioninc@gmail.com,http://Rkconstructionservices.com,10050-000,Excavating Contractors,1/1/2007 0:00,,FALSE,A+,100,10,,FALSE,Micro-small,FALSE,11/8/2022 9:18,BBB
704,1000029078,Codabow International Llc,876 East Third Street,,Winona,MN,55987,USA,5074541509,acct@codabow.com,http://codabow.com,50447-000,Musical Instruments - Dealers,6/22/2016 0:00,,FALSE,A+,100,20,0,FALSE,Small,FALSE,11/17/2022 9:22,BBB
704,96578321,"Design Envy USA, Inc.",539 Bielenberg Dr Ste 200,,Woodbury,MN,55125,USA,6512369888,info@designenvyusa.com,http://www.designenvyusa.com,10035-000,Contractors - General,8/19/2015 0:00,,TRUE,A+,100,10,0,FALSE,Micro-small,FALSE,2/2/2023 8:52,BBB
704,1000001506,Lawn & Snow Express,3500 Vicksburg Ln N # 328,,Minneapolis,MN,55447,USA,8554669464,customerservice@lawncareexpress.com,http://www.lawnandsnowexpress.com,82300-000,Lawn & Tree Care,3/16/2015 0:00,,FALSE,A+,100,47,,FALSE,Small,FALSE,12/28/2022 9:14,BBB
704,1000017244,Domino's Pizza,1100 E Main St,,Mandan,ND,58554,USA,7016636988,judyb@hickorytech.net,https://www.dominos.com,50544-000,Restaurants,,,FALSE,A+,98.54,1,0,FALSE,Micro-small,FALSE,8/25/2021 4:57,BBB
704,96006580,Morgan Printing Co.,307 3RD. Avenue SE,,Minot,ND,58701,USA,7018525250,mpc@srt.com,https://www.srt.com/,30531-000,Printers,,7/26/2021 0:00,FALSE,NR,0,,,FALSE,Micro-small,FALSE,7/28/2021 4:40,Email
704,96223444,The Water's Edge Restaurant,714 Bridle Ridge Rd,,Eagan,MN,55123,USA,3202532465,,http://www.400supper.club.com,50544-000,Restaurants,1/1/1938 0:00,,FALSE,A+,100,30,,FALSE,Small,FALSE,11/3/2021 4:22,BBB
704,96381924,Jewelry by Johan,592 Hayward Ave N,,Oakdale,MN,55128,USA,6513461362,admin@jewelrybyjohan.com,http://www.jewelrybyjohan.com,80411-000,Jewelry Designers,7/1/2010 0:00,,FALSE,A+,100,10,,FALSE,Micro-small,FALSE,4/15/2022 8:42,BBB
