,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code,manually_checked
83,83,83,83,83,83,704,1000049757,Morrison Sund PLLC,"5125 County Road 101, Suite 200",,Minnetonka,MN,55345,USA,9529750050.0,kquarberg@morrisonsund.com,https://www.morrisonsund.com/,60075-112,Attorneys & Lawyers - Bankruptcy,11/25/91 0:00,,False,A+,100.0,30.0,,False,Small,False,2/3/23 9:13,BBB,200,1.0
84,84,84,84,84,84,704,96005969,"C & D Granite, LLC",767 1st St SE,,Richmond,MN,56368,USA,7635660522.0,brads@cdgranite.com,http://www.cdgranite.com,50191-000,Countertops,1/1/94 0:00,,True,A+,100.0,36.0,0.0,False,Small,False,1/10/23 8:48,BBB,200,1.0
85,85,85,85,85,85,704,96562173,CentraCare Health-Monticello,1013 Hart Blvd,,Monticello,MN,55362,USA,7632712384.0,eidemh@centracare.com,http://www.centacare.com,60445-000,Hospitals,3/6/13 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/2/22 8:36,BBB,200,1.0
86,86,86,86,86,86,704,96030038,Western States Envelope,980 Berwood Ave Ste 400,,Vadnais Heights,MN,55110,USA,6517738723.0,brad.cain@westernstatesenvelope.com,http://www.westernstatesenvelope.com/,80277-000,Envelopes - Wholesale & Manufacturers,6/10/08 0:00,,False,NR,0.0,9.0,,False,Small,False,12/22/22 9:08,BBB,200,1.0
87,87,87,87,87,87,704,96380533,Northland Polaris,131 Main St W,,Eagle Bend,MN,56446,USA,2187382582.0,sales@northlandpolaris.com,http://www.northlandpolaris.com,50595-000,Snowmobiles,1/1/88 0:00,,False,A+,100.0,7.0,,False,Micro-small,False,10/14/21 4:03,BBB,200,1.0
88,88,88,88,88,88,704,96354817,Selam Hospitality Services,15571 Finch Ave,,Saint Paul,MN,55124,USA,9529977778.0,abera@shshospitality.com,http://www.shshospitality.com,60478-000,Janitor Service,2/25/99 0:00,,False,A+,100.0,6.0,,False,Small,False,1/7/21 3:52,BBB,200,1.0
89,89,89,89,89,89,704,1000057703,Cedar Septic & Sewer LLC,19800 Heather St NW,,Cedar,MN,55011,USA,7632181397.0,cedar.septic@gmail.com,https://www.cedarsepticandsewer.com/,10129-000,Septic Tanks & Systems Contractors & Dealers,1/4/21 0:00,,False,A,94.57,1.0,0.0,False,Micro-small,False,11/2/22 8:36,BBB,200,1.0
90,90,90,90,90,90,704,1000019979,Cannon Pointe Chiropractic PA,1040 Highway 3 S,,Northfield,MN,55057,USA,5076458000.0,,https://www.cannonpointe.com/,60205-000,Chiropractors D.C.,6/13/11 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,7/17/21 4:10,BBB,200,1.0
91,91,91,91,91,91,704,96115436,Urban Collector LLC,3496 Centerville Rd,,Saint Paul,MN,55127,USA,6512460325.0,orders@urban-collector.com,https://www.urban-collector.com/,60974-000,Internet Shopping,1/1/05 0:00,,False,A+,100.0,2.0,,False,Small,False,5/18/22 18:23,Email,200,0.0
92,92,92,92,92,92,704,1000035952,Wells Fargo Bank Minnesota,2218 E Lake St Ste B,,Minneapolis,MN,55407,USA,6126676256.0,carolyn.h.roby@wellsfargo.com,http://www.wellsfargo.com,20003-000,Banks,1/1/29 0:00,,False,NR,0.0,16600.0,0.0,False,Giant,False,6/1/22 21:29,BBB,200,1.0
93,93,93,93,93,93,704,96189648,Ability Communications & Training,1941 Yorkshire Ave,,Saint Paul,MN,55116,USA,6518088600.0,ability@pclink.com,http://www.abilitycomm.com,60971-102,CPR Training & Certification,1/1/90 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,9/3/21 3:50,BBB,200,1.0
94,94,94,94,94,94,704,96044546,Brighton-Best Socket Screw Mfg.,9060 Zachary Ln N STE 115,,Maple Grove,MN,55369,USA,7634259464.0,minnesota@brightonbest.com,http://www.brightonbest.com,50084-000,Bolts & Nuts,1/1/91 0:00,,False,A+,100.0,500.0,,False,Large,False,8/4/22 8:29,BBB,200,1.0
95,95,95,95,95,95,704,96098763,Facelogic Spa,8325 Kelzer Pond Dr,,Victoria,MN,55386,USA,9529343331.0,info@facelogicspa.com.,http://www.facelogicspa.com,65134-000,Day Spas,,,False,A+,100.0,1.0,,False,Micro-small,False,5/5/22 8:22,BBB,200,0.0
96,96,96,96,96,96,704,1000006795,"Dale&#39;s Auto Detailing, LLC",203 Cooper Ave N Ste 340,,Saint Cloud,MN,56303,USA,3202500440.0,dale_hellickson@yahoo.com,http://www.dalesautodetailing.com/,60096-000,Auto Detailing,10/9/12 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/27/23 9:09,BBB,200,1.0
97,97,97,97,97,97,704,24000516,"Nexen Group, Inc.",560 Oak Grove Pkwy,,Saint Paul,MN,55127,USA,6514845900.0,,http://www.nexengroup.com,80812-000,Industrial Manufacturers,4/26/90 0:00,,False,NR,0.0,35.0,,False,Medium,False,8/5/22 8:37,BBB,200,1.0
98,98,98,98,98,98,704,1000002033,Riverwest Apartments,1073 Waterloo Ave,,W Saint Paul,MN,55118,USA,6513939205.0,lbradley@firstselect.net,http://www.firstselectequities.com,60042-000,Apartments,4/30/09 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/9/22 9:20,BBB,200,0.0
99,99,99,99,99,99,704,1000057528,Day 4 Electric,3037 166th Ave NE,,Ham Lake,MN,55304,USA,7632843294.0,tim@day-4.com,https://day-4.com/,10035-500,Electricians - Residential,1/28/22 0:00,,True,A-,92.48,1.0,,False,Micro-small,False,1/25/23 9:01,BBB,200,1.0
100,100,100,100,100,100,704,1000008779,Crow Wing Crest Lodge,31159 County 23,,Akeley,MN,56433,USA,2186523111.0,,http://www.crowwing.com,60447-000,Hotels,1/1/84 0:00,,False,A+,100.0,17.0,0.0,False,Micro-small,False,2/8/17 3:57,BBB,200,1.0
101,101,101,101,101,101,704,96039095,Nu Shapes Construction Inc.,8393 213th St W Ste 1,,Lakeville,MN,55044,USA,9524698940.0,dave@nushapes.com,http://nushapes.com,10177-000,Construction & Remodeling Services,1/1/82 0:00,,False,A+,100.0,10.0,,False,Small,False,6/22/22 11:33,BBB,200,1.0
102,102,102,102,102,102,704,17005249,ASAP Mobile Locksmiths,PO Box 44045,,Eden Prairie,MN,55344,USA,6128085900.0,david@asapml.com,http://www.asap-locksmith-minneapolis-mn.com/,60522-000,Locks & Locksmiths,1/1/96 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,1/18/23 9:32,BBB,200,1.0
103,103,103,103,103,103,704,96123653,Andrashko Chiropractic Plus PC,8421 Wayzata Blvd Ste 220,,Minneapolis,MN,55426,USA,9522533880.0,,http://www.andrashko.com,60205-000,Chiropractors D.C.,1/1/97 0:00,,False,NR,0.0,3.0,,False,Micro-small,False,5/25/22 8:47,BBB,200,1.0
104,104,104,104,104,104,704,96024563,Franklin Outdoor Services,PO Box 1621,,Burnsville,MN,55337,USA,9529850909.0,jimh@fosinc.org,http://www.fosinc.org,00155-000,Landscape Contractors,12/22/97 0:00,,False,A+,100.0,22.0,0.0,False,Small,False,5/11/22 8:36,BBB,200,1.0
105,105,105,105,105,105,704,1000017637,Tenney Construction Services Inc,5652 West Oakes Dr,,Saint Cloud,MN,56303,USA,3207740722.0,,http://tenneyconstructionservices.com/,10177-000,Construction & Remodeling Services,11/7/16 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,10/22/21 3:46,BBB,200,1.0
106,106,106,106,106,106,704,96556933,C&C Ornamental Iron Works Inc.,4569 124 Rd NW,,Epping,ND,58843,USA,7018598768.0,c-coiw@hotmail.com,http://www.ccoiw.com/,10082-000,Iron Work,,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/29/22 9:05,BBB,200,1.0
107,107,107,107,107,107,704,1000048274,Plains Mobile Contracting Services,750 Little Beaver Dr,,Linton,ND,58552,USA,7013212415.0,jonrichter@plainsmobile.com,https://plainsmobile.com/,00103-000,Agricultural Services,1/3/11 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,9/24/22 9:02,BBB,200,1.0
108,108,108,108,108,108,704,96102140,Carbone's Pizzeria,7155 Jorgensen Ln S # 180,,Cottage Grove,MN,55016,USA,6514596666.0,janelleerickson@edinarealty.com,https://www.cgcarbones.com,50502-000,Pizza ,5/1/04 0:00,,False,A+,100.0,18.0,,False,Small,False,10/27/21 4:17,BBB,200,1.0
109,109,109,109,109,109,704,96367013,J C Wood Co,2840 Wilder Rd NW,,Rochester,MN,55901,USA,5072891613.0,rochph@rochph.com,http://www.rochph.com,10113-000,Plumbers,,,False,A+,100.0,1.0,,False,Micro-small,False,12/13/22 9:03,BBB,200,1.0
110,110,110,110,110,110,704,96016804,"Environment Control Systems of Morris, Inc.",170 County Road 22,,Morris,MN,56267,USA,3205893865.0,pattin@hometownsolutions.net,https://ecsofmorris.com/,80443-000,Livestock Equipment & Supplies,1/1/78 0:00,,False,A+,100.0,10.0,,False,Micro-small,False,7/29/22 8:30,BBB,200,1.0
111,111,111,111,111,111,704,96141937,Scott Hansen Construction,13250 440th Ave,,Waseca,MN,56093,USA,5078354029.0,scott@scotthansenconstruction.com,http://www.scotthansenconstruction.com,10035-000,Contractors - General,1/1/03 0:00,,False,A+,100.0,4.0,0.0,False,Micro-small,False,3/11/20 5:21,BBB,200,0.0
112,112,112,112,112,112,704,96155302,Milepost 100 Inc,87311 Kettle Shores Loop,,Sturgeon Lake,MN,55783,USA,2183728064.0,,http://milepost100.com,30760-000,Woodworking,1/1/03 0:00,,False,NR,0.0,1.0,,False,Micro-small,False,5/23/22 8:18,BBB,200,0.0
113,113,113,113,113,113,704,96371033,"Minnesota Alternatives,LLC",7766 Highway 65 NE # 1,,Minneapolis,MN,55432,USA,7637894895.0,info@mnalternatives.com,http://www.mnalternatives.com,60033-000,Alcoholism Info & Treatment Centers,1/1/09 0:00,,False,A+,100.0,12.0,,False,Micro-small,False,11/12/20 3:57,BBB,200,0.0
114,114,114,114,114,114,704,96022942,Vargas Company Inc,2551 38th Ave NE Unit 113,,Minneapolis,MN,55421,USA,6124177585.0,,https://www.vargascompany.com/,60005-000,Accountants,8/16/86 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/4/20 4:07,BBB,200,1.0
115,115,115,115,115,115,704,96022410,EVS Inc,10025 Valley View Rd,Ste 140,Eden Prairie,MN,55344,USA,9526460236.0,dkim@evs-eng.com,http://www.evs-eng.com,60336-000,Engineers - Civil,10/1/79 0:00,,False,A+,100.0,125.0,0.0,False,Small,False,9/22/22 8:55,BBB,200,1.0
116,116,116,116,116,116,704,96382736,R & K Carpet Services Inc,8731 Queen Ave S,,Bloomington,MN,55431,USA,,carpetman@q.com,https://www.q.com/,30089-000,Carpet & Rug Binding,8/3/04 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,10/29/20 3:52,Email,200,0.0
117,117,117,117,117,117,704,1000005379,"Fresh Look Paintings, LLC",105 2nd Ave SW Apt 4,,Hutchinson,MN,55350,USA,3204126749.0,sizzard@hutchtel.net,https://www.hutchtel.net/,10094-000,Paint Removing,1/21/14 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/23/22 8:16,Email,200,0.0
118,118,118,118,118,118,704,1000026403,Borderline Pest Control LLC,15431 640th Ave,,Adams,MN,55909,USA,5074383998.0,,https://www.facebook.com/borderlinepestcontrol/,60650-000,Pest Control Services,3/15/18 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,5/16/22 8:04,BBB,200,1.0
119,119,119,119,119,119,704,1000045683,Geek on the Go,1471 4th Ave East,,Dickinson,ND,58601,USA,7016907457.0,,http://www.geekonthego.net/,85272-110,Tech Support,4/15/21 0:00,,False,A,94.0,1.0,,False,Micro-small,False,11/21/22 8:39,BBB,200,1.0
120,120,120,120,120,120,704,96348555,Clinic Sofia OB GYN,6545 France Ave S STE 490,,Edina,MN,55435,USA,9529227600.0,sofia@clinicsofia.com,http://www.clinicsofia.com,60218-000,Clinics,1/1/05 0:00,,False,A+,100.0,25.0,,False,Micro-small,False,4/28/22 8:18,BBB,200,1.0
121,121,121,121,121,121,704,96595359,"Park Rapids Hardwood Flooring, LLC",16226 Discovery Cir,,Park Rapids,MN,56470,USA,2182551881.0,PRWOODFLOORS@GMAIL.COM,http://www.prhardwoodfloors.com/,85366-000,Contractors - Flooring,10/22/14 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/21/23 8:56,BBB,200,1.0
122,122,122,122,122,122,704,96176572,Timesavers LLC,11123 89th Ave N,,Maple Grove,MN,55369,USA,7634886600.0,glarson@timesaversinc.com,http://www.timesaversinc.com,30132-000,Contract Manufacturing,1/1/46 0:00,,False,A+,100.0,75.0,,False,Micro-small,False,11/24/22 9:01,BBB,200,1.0
123,123,123,123,123,123,704,96236502,AEM Electric Services Corporation,8201 Central Ave NE # M,,Minneapolis,MN,55432,USA,7637837080.0,schoenrock@aemelectric.com,https://www.yelp.com/biz/aem-electric-services-minneapolis,10049-000,Electricians,8/30/10 0:00,,False,A+,100.0,20.0,,False,Small,False,7/21/22 8:46,BBB,200,0.0
124,124,124,124,124,124,704,1000051092,Fireaway Inc,5852 Baker Rd,,Minnetonka,MN,55345,USA,9529359745.0,ldillon@statx.com,http://www.statx.com/,55562-000,Fire Protection,1/4/11 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,12/20/22 8:57,BBB,200,1.0
125,125,125,125,125,125,704,96174663,Mopar Mel&#39;s Classic Restoration,602 N Mill St,,Fertile,MN,56540,USA,2182891185.0,mel@moparmel.com,http://moparmel.com,60105-000,Auto Restoration,1/1/04 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,7/16/22 8:36,BBB,200,0.0
126,126,126,126,126,126,704,96112121,"Michael Colbert, DDS",10182 Lancaster Ln N,,Osseo,MN,55369,USA,7634244544.0,mikecolbertdds@yahoo.com,http://www.michaelcolbertdds.com,60289-000,Dentists,1/1/78 0:00,,False,A+,100.0,4.0,,False,Small,False,7/1/21 4:10,BBB,200,1.0
127,127,127,127,127,127,704,96271374,Sign-Symbol.com,230 Broadway N,,Fargo,ND,58102,USA,7012353840.0,,http://www.Sign-Symbol.com,30351-000,"Linings - Plastic, Membrane",1/1/84 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,1/9/22 9:15,BBB,200,0.0
128,128,128,128,128,128,704,96101513,Groveland Gallery,25 Groveland Ter,,Minneapolis,MN,55403,USA,6123777800.0,,http://www.grovelandgallery.com,60060-000,"Art Galleries, Dealers & Consultants",1/1/84 0:00,,False,A+,100.0,2.0,,False,Micro-small,False,1/27/21 4:41,BBB,200,1.0
129,129,129,129,129,129,704,21001939,"Olson Concrete & Masonry, Inc.",9206 Clinton Ave S,,Minneapolis,MN,55420,USA,9528981661.0,brad@epgunderson.com,http://www.epgunderson.com,10032-000,Concrete Contractors,4/1/43 0:00,7/7/20 0:00,False,NR,0.0,4.0,,False,Micro-small,False,12/1/21 4:53,BBB,200,0.0
130,130,130,130,130,130,704,96097044,Peter Allen LLC,5610 Maplewood Rd,,Carver,MN,55315,USA,9523687177.0,peter@peterallenco.com,http://www.peterallenco.com,61003-000,Real Estate - Rentals by Individuals,1/1/05 0:00,,False,A+,100.0,,0.0,False,Small,False,4/16/20 3:53,BBB,200,0.0
131,131,131,131,131,131,704,9000747,KCI Concrete & Masonry Construction Inc,9175 Isanti St NE,,Minneapolis,MN,55449,USA,7637863625.0,kciconcrete@gmail.com,http://www.kciconcreteinc.com,10089-000,Mason Contractors,9/1/65 0:00,,False,A+,100.0,20.0,,False,Micro-small,False,8/11/22 15:56,BBB,200,1.0
132,132,132,132,132,132,704,96026372,New Market Bank,20151 Icenic Trl,,Lakeville,MN,55044,USA,9524691600.0,info@newmarket.bank,http://www.newmarket.bank,20003-000,Banks,1/1/88 0:00,,False,A+,100.0,21.0,,False,Small,False,10/5/21 3:59,BBB,200,1.0
133,133,133,133,133,133,704,22000776,"61 Marine & Sports, Inc.",11730 Point Douglas Dr S,,Hastings,MN,55033,USA,6514373522.0,alstewart@61marine.com,http://www.61marine.com,30787-000,Marine Sales & Service,8/21/97 0:00,,False,A+,100.0,15.0,0.0,False,Small,False,5/26/22 8:10,BBB,200,1.0
134,134,134,134,134,134,704,96591136,JL Beers,1230 Co Rd 42,,Burnsville,MN,55337,USA,9524566939.0,burnsvillejlb@gmail.com,http://www.jlbeers.com/burnsville,50544-000,Restaurants,10/6/11 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/20/22 8:59,BBB,200,1.0
135,135,135,135,135,135,704,96355329,GEC Cabinet LLC,1500 Washington Ave N,,Minneapolis,MN,55411,USA,6128776999.0,contact@geccabinetdepot.com,http://www.geccabinetdepot.com,50373-000,Kitchen Cabinets & Equipment - Household,6/1/11 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,1/7/21 3:52,BBB,200,1.0
136,136,136,136,136,136,704,96048070,Cummins Npower,3115 Truck Center Dr,,Duluth,MN,55806,USA,2186283641.0,joel.d.erickson@cummins.com,http://www.cummins.com,60340-000,Engines - Fuel Injection Service & Parts,2/1/07 0:00,,False,A+,100.0,11.0,,False,Small,False,1/28/22 9:32,BBB,200,1.0
137,137,137,137,137,137,704,96350928,Xpress Locksmith Minneapolis,1913 Franklin Ave SE,,Minneapolis,MN,55414,USA,6129682317.0,dannycorik12@ymail.com,http://www.xpress-locksmith.com,60522-000,Locks & Locksmiths,1/1/11 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,1/29/22 9:44,BBB,200,0.0
138,138,138,138,138,138,704,96158890,"Wildlife Control Now, LLC",8310 Lake Elmo Ave N,,Stillwater,MN,55082,USA,6517056585.0,steve@wildlifecontrolnow.com,http://www.wildlifecontrolnow.com,60650-000,Pest Control Services,4/1/10 0:00,,False,A+,100.0,3.0,0.0,False,Micro-small,False,3/17/22 8:43,BBB,200,0.0
139,139,139,139,139,139,704,96375329,The Cake Pan Lady,17699 Landmark Ct.,,Lakeville,MN,55044,USA,9528927267.0,info@thecakepanlady.com,http://www.thecakepanlady.com,50122-000,Cake Decorating Equipment & Supplies,1/1/01 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/5/21 3:57,BBB,200,1.0
140,140,140,140,140,140,704,1000010382,Epic Event Rental Inc.,14650 Martin Drive,,Eden Prairie,MN,55344,USA,9529446916.0,kim@epicrentalmn.com,http://www.epicrentalmn.com/,65259-000,Event Planners,9/9/15 0:00,,False,A+,98.87,1.0,0.0,False,Micro-small,False,3/28/19 4:18,BBB,200,1.0
141,141,141,141,141,141,704,96003408,All My Sons Moving & Storage,2400 Old Mill Rd,,Carrollton,TX,75007,USA,6123551313.0,mrichmond@allmysons.com,http://www.allmysons.com/minneapolis/index.aspx,70571-000,Movers,6/25/03 0:00,1/30/18 0:00,False,NR,0.0,75.0,,False,Small,False,6/1/22 21:23,BBB,200,1.0
142,142,142,142,142,142,704,1000002701,Animusecom,3152 Elliot Ave,,Minneapolis,MN,55407,USA,6128232880.0,,http://www.animuse.com,60280-000,Data Processing Service,1/1/09 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,1/30/23 8:33,BBB,200,1.0
143,143,143,143,143,143,704,96538793,Curbscapes,PO Box 5342,,Fargo,ND,58105,USA,7017991231.0,,http://www.facebook.com/curbscapes.fargo?fref=ts,00155-000,Landscape Contractors,1/1/99 0:00,8/10/21 0:00,False,NR,0.0,1.0,,False,Micro-small,False,3/17/22 8:43,BBB,200,1.0
144,144,144,144,144,144,704,1000007858,Lisa Nelson Designs LLC,8800 Humboldt Ave N,,Brooklyn Park,MN,55444,USA,7635606060.0,,https://lisanelsondesigns.com/,80411-000,Jewelry Designers,8/30/10 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/22/23 8:40,BBB,200,1.0
145,145,145,145,145,145,704,1000023728,Tinwood Homes,1084 167th Ave Nw,,Andover,MN,55304,USA,6125681208.0,cadie@tinwoodhomes.com,https://tinwoodhomes.com/,10035-000,Contractors - General,9/11/12 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/18/22 8:20,BBB,200,1.0
146,146,146,146,146,146,704,96148208,S&S Motors,133 Zieske Rd,,Courtland,MN,56021,USA,5073548634.0,kschaefer@newulmtel.net,http://www.ssmotors.com,50040-000,Auto Dealers - Used Cars,1/1/86 0:00,,False,A+,100.0,13.0,,False,Small,False,11/10/22 9:22,BBB,200,1.0
147,147,147,147,147,147,704,1000038289,Blue Pearl Pet Hospital,7717 Flying Cloud Dr,,Eden Prairie ,MN,55344,USA,9529428272.0,clientcare.mn@bluepearlvet.com,https://bluepearlvet.com/hospital/eden-prairie-mn/,00222-000,Veterinarians,6/18/20 0:00,,False,A-,92.32,1.0,0.0,False,Micro-small,False,8/4/22 8:31,BBB,200,1.0
148,148,148,148,148,148,704,43001591,"Multi-Tech Systems, Inc.",2205 Woodale Dr,,Saint Paul,MN,55112,USA,7637853500.0,sales@multitech.com,http://www.multitech.com,80229-000,Data Communications Equipment & Systems,1/1/70 0:00,,False,A+,100.0,250.0,,False,Medium,False,7/21/21 5:18,BBB,200,1.0
149,149,149,149,149,149,704,1000047961,Aurora Consulting,1229 Tyler St NE Ste 285,,Minneapolis,MN,55413,USA,6125843953.0,scohn@auroraconsult.com,https://www.auroraconsult.com/,44021-000,Consultant,10/28/16 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/19/21 4:23,BBB,200,1.0
150,150,150,150,150,150,704,1000057156,Corner Bait,500 Walnut Ave,,Madison Lake,MN,56063,USA,5072434464.0,nate@cornerbait.org,http://www.cornerbait.org,50265-000,Fishing Bait,10/6/16 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2/1/23 8:58,BBB,200,1.0
151,151,151,151,151,151,704,96345568,HomeNeeds.co LLC,3950 N Shore Dr,,Mound,MN,55364,USA,6518080171.0,hailpros@gmail.com,http://www.homeneeds.co,10177-000,Construction & Remodeling Services,1/1/09 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/9/20 4:12,BBB,200,0.0
152,152,152,152,152,152,704,57000086,Integrated Equity Management Inc,8009 34th Ave S Ste 1550,,Bloomington,MN,55425,USA,9528545544.0,ted@integratedequity.net,http://www.integratedequity.net/,60349-000,Estate Planning & Management,2/1/84 0:00,,False,A+,100.0,15.0,0.0,False,Micro-small,False,4/27/22 8:40,BBB,200,1.0
153,153,153,153,153,153,704,96595887,SEEK Careers/Staffing,1981 Silver Bell Road,,Eagan,MN,55122,USA,6512003456.0,Info@seekcareers.com,http://www.seekcareers.com,60328-100,Employment Service,9/28/06 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/2/22 9:29,BBB,200,1.0
154,154,154,154,154,154,704,1000061495,CDA,705 N Walnut St ,,Chaska,MN,55318,USA,9524487715.0,,https://www.carvercda.org/,65840-200,Low Income Housing,,,False,NR,0.0,1.0,,False,Micro-small,False,1/4/23 9:06,BBB,200,1.0
155,155,155,155,155,155,704,1000060599,Vogel Venture LLC,10621 McCool Ct,,Burnsville,MN,55337,USA,6123277735.0,heather@vogelventure.com,https://www.vogelventure.com/,60538-000,Marketing Consultants,11/3/21 0:00,,False,A-,92.58,1.0,0.0,False,Micro-small,False,11/15/22 9:13,BBB,200,1.0
156,156,156,156,156,156,704,1000016689,Derry D Walker Independent Agent - The Assurance Group,1065 212th Ave NE,,East Bethel,MN,55011,USA,6513871266.0,ddwalker@assuregrp.com,http://www.assuregrp.com,20029-000,Insurance - Life,1/1/17 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/20/21 4:26,BBB,200,1.0
157,157,157,157,157,157,704,96326357,"1-2 Tree Moving & Transplanting, LLC",13541 Hemlock Ln N,,Dayton,MN,55327,USA,7632213999.0,trsinmn@yahoo.com,http://12treemoving.com/,00219-000,Tree Service,12/16/09 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/2/22 8:26,BBB,200,1.0
158,158,158,158,158,158,704,96090487,Joint Powers Water Board,11100 50th St NE,,Albertville,MN,55301,USA,7634973611.0,kelly.daleiden@veoliawaterna.com,https://jointpowerswater.com/,70647-000,Water Companies - Utility,12/31/78 0:00,,False,A+,100.0,10.0,,False,Small,False,7/8/22 12:23,BBB,200,1.0
159,159,159,159,159,159,704,96557935,Luxury Bath Remodeling LLC,2717 Highway 14 W STE L,,Rochester,MN,55901,USA,5072815637.0,loren@luxurybathrochester.com,http://www.luxurybathrochester.com,10177-101,Bathroom Remodeling,6/19/14 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/5/22 8:38,BBB,200,1.0
160,160,160,160,160,160,704,1000019590,Point Electric Inc,8201 10th Ave S,,Minneapolis,MN,55420,USA,9528579867.0,info@pointelectric.net,https://pointelectric.net/,10049-000,Electricians,10/19/16 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/24/21 4:23,BBB,200,1.0
161,161,161,161,161,161,704,96010139,A-1 Concrete Leveling,22522 165th St NW,,Elk River,MN,55330,USA,7632622827.0,vande@connections-etc.net,http://www.a1concrete.com,00171-000,Mud Jacking Contractors,1/1/00 0:00,,True,A+,100.0,3.0,0.0,False,Micro-small,False,1/4/23 9:04,BBB,200,1.0
162,162,162,162,162,162,704,96062568,Minnesota FAIR Plan,1128 Harmon Pl STE 311,,Minneapolis,MN,55403,USA,6123387584.0,danj@mnfairplan.org,http://www.mnfairplan.org,20019-000,Insurance Companies,8/1/68 0:00,,False,A+,100.0,11.0,,False,Small,False,6/22/22 11:33,BBB,200,1.0
163,163,163,163,163,163,704,96096780,Anytime Fitness,975 Frontenac Dr Ste C,,Winona,MN,55987,USA,5074940000.0,,http://www.anytimefitness.com,60353-000,Exercise & Physical Fitness Programs,1/1/06 0:00,,False,NR,0.0,6.0,,False,Micro-small,False,1/10/22 9:26,BBB,200,1.0
164,164,164,164,164,164,704,96369024,Morris Construction,5075 124th St N,,White Bear Lake,MN,55110,USA,6122724428.0,info@morrisbuild.com,https://www.morrisbuild.com/,10177-000,Construction & Remodeling Services,,,False,A+,100.0,1.0,,False,Micro-small,False,3/23/22 8:48,BBB,200,1.0
165,165,165,165,165,165,704,96133343,"Landkamer, Johnson, Boman Funeral Home",825 S Front St,,Mankato,MN,56001,USA,5073454574.0,,http://www.landkamer.com,62000-000,Funeral Homes,1/1/91 0:00,12/3/19 0:00,False,NR,0.0,2.0,,False,Micro-small,False,12/5/22 8:56,BBB,200,0.0
166,166,166,166,166,166,704,96372912,"Gibson's Refrigeration, Inc.",1696 155th Ave NW,,Andover,MN,55304,USA,7632219951.0,gri.ref@gmx.com,https://www.gmx.com/,80600-000,Refrigeration Equipment - Commercial - Sales & Service,9/6/10 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,11/7/20 4:08,Email,200,0.0
167,167,167,167,167,167,704,96119511,Schmitz Electric Co.,308 W Main St,,Adams,MN,55909,USA,5075823528.0,alanschmitz@schmitzelectric.com,http://www.schmitzelectric.com,10049-000,Electricians,1/1/48 0:00,,True,A+,100.0,9.0,0.0,False,Micro-small,False,1/28/23 8:47,BBB,200,1.0
