,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code,manually_checked
1291,704,1000002697,Alms Home Inspections,1636 Ridgewood Ln,,Red Wing,MN,55066,USA,6513885617,,https://www.olanderhomeinspections.com/,60469-000,Home Inspection Service,4/13/04 0:00,2/26/20 0:00,False,NR,0,,0,False,Micro-small,False,2/27/20 4:12,Search,200,1
1292,704,1000003448,"Party Papers and Costumes, LLC",222 E Main St,,Anoka,MN,55303,USA,7634275137,,https://www.yasabe.com/en/anoka-mn/d-52400853-party-papers-costumes-costume-shops-costumes-masquerade.html,70519-000,Balloons - Manned,3/26/09 0:00,,False,NR,0,1,0,False,Micro-small,False,1/6/23 9:13,Search,200,1
1293,704,1000001749,Big Stone Cellular,74611 Ridgeview Dr,,Ortonville,MN,56278,USA,3208393264,,https://www.showmelocal.com/profile.aspx?bid=1164545,70618-000,Telephone Communications,1/1/01 0:00,5/27/16 0:00,False,NR,0,1,,False,Micro-small,False,6/3/19 4:09,Search,200,1
1294,704,1000004651,H & R Block,129 S mill Street,,Fergus falls,MN,56537,USA,2187362870,,https://www.hrblock.com/local-tax-offices/minnesota/fergus-falls/129-s-mill-st/22859/,60857-000,Tax Return Preparation,,,False,NR,0,1,0,False,Micro-small,False,6/1/22 21:26,Search,200,1
1295,704,1000004407,"Clear Construction, LLC",4139 119th Ave NW,,Coon Rapids,MN,55433,USA,6129688691,,https://opencorporates.com/companies/us_mn/19a3c9f4-e9c1-e411-b14d-001ec94ffe7f,10177-000,Construction & Remodeling Services,3/3/15 0:00,12/21/18 0:00,False,NR,0,1,0,False,Micro-small,False,3/2/19 4:10,Search,200,1
1296,704,1000005482,Edina Grill,5028 France Ave S,,Minneapolis,MN,55410,USA,9529277933,,https://www.edinagrill.com/,50544-000,Restaurants,1/1/93 0:00,,False,NR,0,1,0,False,Micro-small,False,1/13/23 9:01,Search,200,1
1297,704,1000004636,Thunder Built Concrete & Hardscapes LLC,23079 Plateau Drive,,Lakeville,MN,55044,USA,9522103820,,https://www.houzz.com/professionals/stone-pavers-and-concrete/thunder-built-concrete-and-hardscapes-pfvwus-pf~221439125,10032-101,Concrete - Custom,2/18/15 0:00,,False,NR,0,1,0,False,Micro-small,False,2/8/23 9:28,Search,200,1
1298,704,1000000003,Vetter Homes Inc,Po Box 7142,,Bismarck,ND,58507,USA,7012233236,,https://vetterhomes.com/,10035-000,Contractors - General,3/29/16 0:00,,False,NR,0,1,0,False,Micro-small,False,4/13/22 8:06,Search,200,1
1299,704,1000006799,Countryside Cabinets of Buffalo Inc,1002 1st St NE,,Buffalo,MN,55313,USA,7636826509,,https://countryside-cabinets-of-buffalo.business.site/,50120-100,Cabinet Maker,4/15/88 0:00,,False,NR,0,1,0,False,Micro-small,False,1/22/23 8:40,Search,200,1
1300,704,1000001456,Franklin City Shop,320 2nd Ave E,,Franklin,MN,55333,USA,5075572728,,https://www.franklintn.gov/our-city/shopping,99998-000,Government Offices,8/30/10 0:00,,False,NR,0,3,0,False,Micro-small,False,2/1/20 4:31,Search,200,1
1301,704,1000001732,Tom Campion Construction,5390 Lake Sarah Heights Dr,,Loretto,MN,55357,USA,7634796155,,https://tomcampionconstructionllc.com/,10035-000,Contractors - General,1/1/04 0:00,,False,NR,0,3,0,False,Micro-small,False,10/9/22 8:05,Search,200,1
1302,704,1000005189,"WebDuck Designs, LLC",PO Box 38,,North Branch,MN,55056,USA,6516743834,,https://webduckdesigns.com/,60980-000,Web Design,10/20/09 0:00,,False,A+,100,1,0,False,Micro-small,False,7/8/22 12:29,Search,200,1
1303,704,1000006730,Leadership Vision Consulting,2723 Dean Parkway,,Minneapolis,MN,55416,USA,6128452175,,https://www.leadershipvisionconsulting.com/,60172-113,Coaching - Leadership,9/16/02 0:00,,False,A+,100,1,0,False,Micro-small,False,1/24/23 8:58,Search,200,1
1304,704,1000005808,Ray Young Handyman Services,3406 45th Ave S,,Fargo,ND,58104,USA,7017150275,,https://www.facebook.com/ygcconstruction/,15035-000,Handyman Services,,11/7/16 0:00,False,NR,0,,,False,Micro-small,False,8/11/20 3:56,Search,200,1
1305,704,1000002150,Vics Log Homes,PO Box 26,,Halliday,ND,58636,USA,7019384558,,https://www.yellowpages.com/halliday-nd/mip/vics-log-homes-481724788,10078-000,Home Builders,,,False,NR,0,1,0,False,Micro-small,False,1/30/23 8:33,Search,200,1
1306,704,1000004548,Affordable Autobody,170 Main NW,,West Union,MN,56389,USA,3208592812,,https://nextdoor.com/pages/affordable-autobody-west-union-mn/,60094-000,Auto Body Repair & Painting,1/4/15 0:00,,False,NR,0,1,0,False,Micro-small,False,1/29/23 8:37,Search,200,1
1307,704,1000001525,Chris Robichaud Painting,2081 Fairmount Ave,,Saint Paul,MN,55105,USA,6514504340,,https://www.chrisrobichaudpaintingco.com/,10095-300,Painters - Commercial or Residential,9/8/92 0:00,7/28/21 0:00,False,NR,0,1,0,False,Micro-small,False,7/30/21 4:16,Search,200,1
1308,704,1000005572,Froggy&#39;s Liquor,750 S Elmwood Ave,,Le Sueur,MN,56058,USA,5076656016,,https://www.restaurantji.com/mn/le-sueur/froggy-liquor-/,50399-000,Liquor Stores,4/12/00 0:00,,False,NR,0,1,0,False,Micro-small,False,12/26/22 8:45,Search,200,1
1309,704,1000006112,American Family Insurance ,209 3rd Ave N,,Sauk Rapids,MN,56379,USA,3202530981,,https://www.amfam.com/agents/minnesota/sauk-rapids/jennifer-ramos,20019-100,Insurance Agency,,,False,A+,100,1,0,False,Micro-small,False,1/26/23 8:50,Search,200,1
1310,704,1000005215,Adonai Constructions LLC,406 Lowry Ave N,,Minneapolis,MN,55411,USA,6127355330,,https://adonaiconstructions.com/,10177-000,Construction & Remodeling Services,11/4/09 0:00,,False,NR,0,1,0,False,Micro-small,False,12/24/22 8:49,Search,200,1
1311,704,1000005002,Gabiano Jewelers,4124 Quebec Ave N Ste 301,,New Hope,MN,55427,USA,7637172298,,https://gabiano-cad.business.site/,50367-000,Jewelers - Retail,6/23/09 0:00,,False,NR,0,1,0,False,Micro-small,False,1/10/23 8:49,Search,200,1
1312,704,1000006477,Niewoehner Funeral Home,213 2nd Ave SW,,Rugby,ND,58368,USA,7017766222,,https://www.niewoehnerfh.com/,62000-000,Funeral Homes,5/2/86 0:00,,False,A+,100,1,0,False,Micro-small,False,3/18/20 4:21,Search,200,1
1313,704,1000002919,Freedom Computer Service,16349 Marble St NW,,Anoka,MN,55303,USA,7637534929,,https://www.datafusion.net/computer-services/Anoka/MN/web-developers/services-11664643.html,85320-000,Computer Consultant,11/6/01 0:00,,False,NR,0,1,0,False,Micro-small,False,11/7/20 4:08,Search,200,0
1314,704,1000001801,Nordic Pest Control,31471 141st St NW,,Princeton,MN,55371,USA,7632034245,,https://www.facebook.com/mornelsnordic/,60650-000,Pest Control Services,5/23/16 0:00,,False,NR,0,2,0,False,Small,False,2/1/23 8:58,Search,200,1
1315,704,1000004719,Rondeau Husky Home,4226 James Ave N,,Minneapolis,MN,55412,USA,,,https://www.tiktok.com/@durry.music/video/7114805509441588526,05195-000,Dog Breeders,,,False,NR,0,1,0,False,Micro-small,False,6/14/22 8:20,Search,200,0
1316,704,1000005917,Alberâ??s A A Restroom Rental,10485 Albers Trail,,Cannon Falls,MN,55009,USA,5076631000,,https://www.aawsi.com/states/mn/cannon-falls-portable-toilet-rentals.php,60885-000,Toilets - Portable,10/3/16 0:00,,False,NR,0,1,0,False,Micro-small,False,5/5/21 4:27,Search,200,1
1317,704,1000005995,"Don Orr Home Improvement, LLC",722 Cherry St,,Owatonna,MN,55060,USA,5073041327,,https://opencorporates.com/companies/us_mn/7d6139d2-92d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,12/8/08 0:00,,False,A+,100,1,0,False,Micro-small,False,8/17/21 4:06,Search,200,1
1318,704,1000004995,Van Koevering & Van Koevering,12789 County Road 131,,Holdingford,MN,56340,USA,3203630533,,https://www.superpages.com/holdingford-mn/bpp/van-koevering-van-koevering-315024,00155-000,Landscape Contractors,8/30/10 0:00,,False,A+,100,2,0,False,Micro-small,False,3/4/22 9:46,Search,200,1
1319,704,1000001946,Rusty&#39;s Up North Realty,2600 46th St NE,,Longville,MN,56655,USA,2186757800,,https://rustysupnorthrealty.com/,60729-000,Real Estate,1/1/04 0:00,,False,NR,0,1,0,False,Micro-small,False,10/9/22 8:05,Search,200,1
1320,704,1000005057,Brent the Builder,16806 Taconite St NE,,Ham Lake,MN,55304,USA,6123880188,,https://www.parentcustomhomes.com/about-us/,10177-000,Construction & Remodeling Services,1/22/07 0:00,,False,NR,0,1,0,False,Micro-small,False,12/20/22 8:56,Search,200,0
1321,704,1000006086,Linex Liners,20725 Howland Ave,,Lakeville,MN,55044,USA,9524696009,,https://linextwincities.com/lakeville-mn/,85343-000,Truck Bedliner,1/1/02 0:00,,False,NR,0,3,0,False,Micro-small,False,1/24/23 8:58,Search,200,1
1322,704,1000002276,J3 Realty Group,7800 Metro Parkway Suite 300,,Bloomington,MN,55437,USA,9527674923,,https://www.realtor.com/realestateagency/56d6654db5cc660100bd41f8,60729-105,Real Estate Brokers,,,False,NR,0,1,0,False,Micro-small,False,1/31/23 8:46,Search,200,1
1323,704,1000000163,A & J Roofing,3916 2nd St E,,West Fargo,ND,58078,USA,7018668266,,https://www.jjroofingfargo.com/,10126-000,Roofing Contractors,4/13/16 0:00,,False,NR,0,1,0,False,Micro-small,False,8/16/22 8:20,Search,200,1
1324,704,1000002989,Mahon Group,13831 28th St N,,Stillwater,MN,55082,USA,6514307067,,https://www.attorneyunion.org/company-mahon-group-in-stillwater-mn-94152,60075-000,Attorneys & Lawyers,8/30/10 0:00,,False,NR,0,1,0,False,Micro-small,False,3/23/21 4:00,Search,200,1
1325,704,1000006337,Jerry Bothun Construction,10430 First Timberlane Dr,,Northfield,MN,55057,USA,5076455903,,https://bothunbrothersconstruction.com/,10035-000,Contractors - General,,,False,A+,99.49,,0,False,Micro-small,False,8/4/20 4:10,Search,200,1
1326,704,1000005146,Natural Balance Bodywork Therapy,6448 Main St,,North Branch,MN,55056,USA,6512959931,,https://www.facebook.com/NaturalBalanceBodyworkTherapy/,60543-000,Massage Therapists,3/27/13 0:00,,False,NR,0,1,0,False,Micro-small,False,12/24/22 8:49,Search,200,1
1327,704,1000002702,Bob's Circle Plumbing,52 East Rd,,Circle Pines,MN,55014,USA,7637842267,,https://septic-tanks-installation-and-repair-services.cmac.ws/bobs-circle-plumbing/4060/,10114-000,Plumbing Drains & Sewer Cleaning,7/12/16 0:00,,False,NR,0,1,0,False,Micro-small,False,5/18/21 4:06,Search,200,1
1328,704,1000006036,Outside Insights Consulting LLC,10337 Linda Ln N,,Greenfield,MN,55357,USA,7633704704,,https://opencorporates.com/companies/us_mn/5e5f39d2-92d4-e011-a886-001ec94ffe7f,60172-100,Coaching - Business,12/3/08 0:00,,False,A+,100,1,0,False,Micro-small,False,9/25/21 4:01,Search,200,1
1329,704,1000002544,Radiance Spine Injury-Wellness,8583 Lyndale Ave S,,Minneapolis,MN,55420,USA,9524442131,,https://radiancespine.com/eng,60685-000,Physical Therapists,11/5/15 0:00,,False,NR,0,1,0,False,Micro-small,False,11/26/22 8:48,Search,200,1
1330,704,1000006616,Big Wood's Construction LLC,1813 32nd Ave S Apt B,,Fargo,ND,58103,USA,2183937449,,https://www.facebook.com/bigwoodsLLC/,10035-000,Contractors - General,7/13/15 0:00,7/12/21 0:00,False,NR,0,1,0,False,Micro-small,False,7/14/21 4:26,Search,200,1
1331,704,1000002036,Sibley Court,484 Temperance St,,Saint Paul,MN,55101,USA,6512249003,,https://www.oahssibleycourt.com/,60042-000,Apartments,1/1/08 0:00,,False,NR,0,4,0,False,Micro-small,False,1/30/23 8:33,Search,200,1
1332,704,1000000171,Parlor7 LLC,1597 Highway 7,,Hopkins,MN,55305,USA,9529333594,,https://www.yellowpages.com/hopkins-mn/mip/parlor-7-523713726,60420-000,Hair Styling and Services,9/28/15 0:00,,False,NR,0,1,0,False,Micro-small,False,2/2/23 8:52,Search,200,1
1333,704,1000006040,Coolen Brothers Tree Service,3723 Eaken Ave NE,,Buffalo,MN,55313,USA,7636824439,,https://landscape-services.cmac.ws/coolen-brothers-tree-service/90234/,00219-000,Tree Service,10/7/16 0:00,,False,A+,100,1,0,False,Micro-small,False,8/3/22 8:42,Search,200,1
1334,704,1000005768,"Classic Custom Homes, Inc.",10801 Hackberry Ln N,,Champlin,MN,55316,USA,6122214754,,https://classic-customhomes.com/,10078-000,Home Builders,3/10/99 0:00,9/26/16 0:00,False,NR,0,1,0,False,Micro-small,False,8/4/21 5:08,Search,200,1
1335,704,1000000124,"Kerker, Inc.",7709 Pillsbury Ave S,,Minneapolis,MN,55423,USA,6128693232,,https://www.facebook.com/kerkerinc.residentialdesign/,00155-000,Landscape Contractors,4/22/91 0:00,,False,NR,0,10,0,False,Micro-small,False,11/15/22 9:12,Search,200,1
1336,704,1000002975,J M Bruhn Plumbing Co,48801 County Highway 17,,Vergas,MN,56587,USA,2183422475,,https://www.showmelocal.com/profile.aspx?bid=1160963,10003-000,Air Conditioning Contractors & Systems,1/1/87 0:00,,False,NR,0,1,0,False,Micro-small,False,1/29/23 8:36,Search,200,1
1337,704,1000005248,Advance Construction Services LLC,4215 Waville Rd NE,,Bemidji,MN,56601,USA,2185564996,,https://advancedconstructionmn.com/,10177-000,Construction & Remodeling Services,6/4/07 0:00,,False,A+,100,1,0,False,Micro-small,False,8/6/22 8:22,Search,200,1
1338,704,1000005573,R & Z Enterprises,3800 Restwood Rd,,Circle Pines,MN,55014,USA,6514644894,,https://www.showmelocal.com/profile.aspx?bid=1152308,00155-103,Landscape Maintenance,1/1/95 0:00,,False,A+,100,30,0,False,Small,False,6/3/22 9:04,Search,200,1
1339,704,1000003416,"Endeavor Archival Services, LLC",15465 5th St NE,,Ham Lake,MN,55304,USA,7632020155,,https://clustrmaps.com/a/7brcl/,82400-000,Records Management,6/25/14 0:00,,False,NR,0,1,0,False,Micro-small,False,11/1/22 8:13,Search,200,0
1340,704,1000003731,Grabinger&#39;s Marine,8227 33rd St SE,,Jamestown,ND,58401,USA,7012524824,,https://local.jamestownsun.com/jamestown-nd/grabingers-marine-701-252-4824,50082-000,Boat Dealers,1/1/06 0:00,,False,NR,0,4,0,False,Micro-small,False,1/28/23 8:48,Search,200,1
1341,704,1000001524,The Cut Above,524 Washington St,,Brainerd,MN,56401,USA,2188291234,,https://www.facebook.com/thecutabove218/,60134-000,Beauty Salons,1/1/84 0:00,,False,NR,0,7,0,False,Micro-small,False,8/15/21 4:22,Search,200,1
1342,704,1000006722,  H&G Cabinets & Construction,3769 215th St,,Winsted,MN,55395,USA,3204854233,,https://www.crowrivermedia.com/marketplace/business_professional_services/consultants/construction/h-g-cabinets-construction/business_03a521ed-0313-58ef-9c2e-073da51e057e.html,50121-000,Cabinets,4/18/08 0:00,,False,A+,100,1,0,False,Micro-small,False,1/22/21 3:49,Search,200,1
1343,704,1000000078,Jeff Mohr Siding,820 11th St Sw,,Pine City,MN,55063,USA,3202791365,,https://www.buildzoom.com/contractor/jeff-mohr-siding-llc-pine-city-mn,10126-000,Roofing Contractors,4/6/16 0:00,,False,NR,0,1,0,False,Micro-small,False,4/13/22 8:07,Search,200,1
1344,704,1000003815,Sakura,9 Washington St NE,,Brainerd,MN,56401,USA,2182703777,,http://places.singleplatform.com/sakura-express-9/menu,50544-000,Restaurants,5/26/15 0:00,,False,A+,100,1,0,False,Micro-small,False,4/1/22 8:40,Search,200,1
1345,704,1000002034,"MB Realty, Inc.",100 S 5th St Fl 19,,Minneapolis,MN,55402,USA,6122564719,,https://mbrealtymn.com/,61004-101,Timeshare Resale and Rental Marketing,,,False,NR,0,1,0,False,Micro-small,False,1/31/23 14:13,Search,200,1
1346,704,1000005838,Delaney Homes Inc,1830 40th Avenue South #108,,Moorhead,MN,56560,USA,2187903946,,https://www.houzz.com/professionals/home-builders/delaney-homes-inc-pfvwus-pf~127804100,10078-000,Home Builders,9/23/14 0:00,,False,A+,100,1,0,False,Micro-small,False,2/10/22 9:45,Search,200,1
1347,704,1000004860,Stage Left Dance Company,1830 Wooddale Dr,,Woodbury,MN,55125,USA,6516515783,,http://www.stageleftdanceco.com/,60277-000,Dance Companies,,,False,A+,99.55,,0,False,Micro-small,False,6/21/20 3:49,Search,200,1
1348,704,1000001805,Progressive Rail,21778 Highview Ave,,Lakeville,MN,55044,USA,6514231800,,https://www.progressiverail.com/rrpgr/lakeville.html,70587-000,Railroads,1/4/96 0:00,,False,NR,0,1,0,False,Micro-small,False,7/8/22 12:27,Search,200,1
1349,704,1000002772,Bcb Exteriors,635 17th Ave N,,South Saint Paul,MN,55075,USA,6515547774,,https://start.cortera.com/company/research/l3l0pso0r/bcb-exteriors/,60478-000,Janitor Service,2/25/08 0:00,,False,A+,100,2,0,False,Micro-small,False,4/24/21 4:07,Search,200,1
1350,704,1000002546,Sharp 360,3001 Hennepin Ave. S,,Minneapolis,MN,55408,USA,6123454093,,https://www.facebook.com/sharp360menswear/,50422-000,Mens Clothing & Furnishings - Retail,2/22/16 0:00,,False,NR,0,1,0,False,Micro-small,False,10/11/22 8:02,Search,200,1
1351,704,1000005056,Brent Pavelko LLC,73929 470th Ave,,Jackson,MN,56143,USA,5076625810,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3644972,10177-000,Construction & Remodeling Services,6/4/13 0:00,,False,NR,0,1,0,False,Micro-small,False,12/20/22 8:57,Search,200,1
1352,704,1000005664,Design Line Construction,12490 Blanca Ave W,,Rosemount,MN,55068,USA,6514235138,,https://www.superpages.com/rosemount-mn/bpp/design-line-construction-25726403,10177-000,Construction & Remodeling Services,4/10/00 0:00,,False,A+,100,1,0,False,Micro-small,False,3/24/22 8:31,Search,200,1
1353,704,1000005948,Anliker Construction LLC,220 First Ave S,,Forbes,ND,58439,USA,7013577831,,https://opencorporates.com/companies/us_nd/0000142562,10177-000,Construction & Remodeling Services,12/5/14 0:00,,False,NR,0,1,0,False,Micro-small,False,1/2/23 8:49,Search,200,1
1354,704,1000005735,"CJC Properties, LLC",7468 Norris Lake Rd NW,,Elk River,MN,55330,USA,6122211853,,https://opencorporates.com/companies/us_mn/71038033-8bd4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,3/4/05 0:00,,False,NR,0,1,0,False,Micro-small,False,1/7/23 9:07,Search,200,1
1355,704,1000006775,"Ambulance Service, Inc. ",120 Minnesota Ave,,Breckenridge,MN,56520,USA,2186435595,,https://www.asirichlandwilkin.com/,60445-300,Emergency Rooms,8/16/84 0:00,,False,A+,100,1,0,False,Micro-small,False,3/22/22 8:36,Search,200,1
1356,704,1000005326,Fossil Construction,833 Winnetka Ave N,,New Hope,MN,55427,USA,9524842571,,https://www.remax.com/pa/new-hope/home-details/2472-river-rd-new-hope-pa-18938/1786755206819453190,10177-000,Construction & Remodeling Services,12/27/04 0:00,5/23/18 0:00,False,NR,0,1,0,False,Micro-small,False,5/25/21 3:56,Search,200,0
1357,704,1000004793,Schewe Time Service,22352 840th Ave,,Hayward,MN,56043,USA,5072564233,,https://www.worlein.com/obituaries/glenn-schewe,60005-101,Accounting Services,7/3/95 0:00,,False,A+,100,1,0,False,Micro-small,False,7/12/20 3:50,Search,200,1
1358,704,1000002070,SCR ,3400 37th Ave SE,,Minot,ND,58701,USA,7018520934,,http://nspe.org/nf_router?loc=//sischoilym.ga/113nspeorglxQ651,10032-101,Concrete - Custom,8/3/11 0:00,,False,NR,0,1,0,False,Micro-small,False,10/9/22 8:05,Search,200,0
1359,704,1000005449,Golle Enterprises LLC,12903 Pioneer Trl,,Eden Prairie,MN,55347,USA,9529449859,,https://opencorporates.com/companies/us_mn/1df03714-7978-e311-8e3a-001ec94ffe7f,60553-000,Merchandise Brokers,1/7/14 0:00,1/29/20 0:00,False,NR,0,1,0,False,Micro-small,False,1/30/23 8:34,Search,200,1
1360,704,1000004624,Village Drug,108 2nd Ave S,,Sauk Rapids,MN,56379,USA,3202521303,,https://villagemn.com/,50488-000,Pharmacies,12/8/69 0:00,,False,NR,0,1,0,False,Micro-small,False,12/6/22 9:12,Search,200,1
1361,704,1000001597,Ron's Service of Dassel Inc,150 Parker Ave W,,Dassel,MN,55325,USA,3202753149,,https://www.dandb.com/businessdirectory/ronsserviceofdasselinc-dassel-mn-15018935.html,50567-000,Service Stations - Gasoline & Oil,10/1/73 0:00,,False,NR,0,6,0,False,Micro-small,False,5/23/22 8:19,Search,200,1
1362,704,1000006070,Andrew&#39;s Lawn Care and Snow Removal ,1705 1ST ST N,,Fargo,ND,58102,USA,7013671853,,https://andrewslawnandsnow.com/,70605-000,Snow Removal Service,5/13/16 0:00,,False,NR,0,1,0,False,Micro-small,False,1/2/23 8:49,Search,200,1
1363,704,1000003621,Partners in Grime,1131 County Road B W,,Roseville,MN,55113,USA,6512635458,,https://www.facebook.com/partnersingrime92/,66002-000,Cleaning Services,,,False,NR,0,1,0,False,Micro-small,False,6/8/22 8:46,Search,200,1
1364,704,1000002239,Balance Women's Fitness,2261 Tioga Blvd,,Mounds View,MN,55112,USA,6516364601,,https://www.wellnessliving.com/state-mn/mounds_view/,60430-100,Fitness Centers,11/15/06 0:00,,False,NR,0,1,0,False,Micro-small,False,8/29/19 4:14,Search,200,1
1365,704,1000002602,KDUZ,20132 Highway 15 N,,Hutchinson,MN,55350,USA,3205872140,,https://kduz.com/,70583-000,Radio Stations & Broadcast Companies,1/1/96 0:00,,False,NR,0,15,0,False,Micro-small,False,1/30/23 8:34,Search,200,1
1366,704,1000003952,"Vinehurst, Inc.",11670 Fountains Drive,,Maple Grove,MN,55369,USA,7634452669,,https://opencorporates.com/companies/us_mn/5a2c1ceb-373d-e611-816b-00155d01c56d,20085-000,Financial Services,6/28/16 0:00,,False,A+,100,1,0,False,Micro-small,False,2/2/23 20:45,Search,200,1
1367,704,1000005583,Henry's Auto Repair,7570 Highway 65 NE,,Fridley,MN,55432,USA,6124234262,,https://maps.roadtrippers.com/us/fridley-mn/services/henrys-auto-repair-fridley,60107-700,Auto Repair - Maintenance,8/1/14 0:00,,False,A+,100,1,0,False,Micro-small,False,5/27/22 8:35,Search,200,1
1368,704,1000002974,Its Marketing Inc,220 W Washington Ave Ste 103,,Fergus Falls,MN,56537,USA,2187395742,,https://www.localpx.com/v/en/its-marketing-inc-fergus-falls-mn.html,60533-000,Management Consultants,1/1/00 0:00,,False,NR,0,3,0,False,Micro-small,False,1/29/23 8:36,Search,200,1
1369,704,1000003295,O&#39;leary Construction,Highway 11,,International Falls,MN,56649,USA,2182839451,,https://www.showmelocal.com/profile.aspx?bid=1233231,10035-000,Contractors - General,1/1/03 0:00,,False,NR,0,9,0,False,Micro-small,False,1/29/23 8:37,Search,200,1
1370,704,1000002779,Bill Skeesick Jr,12303 71st Ave SW,,Motley,MN,56466,USA,2183526479,,https://www.dnr.state.mn.us/woodlands/pine-moraines.html,60729-000,Real Estate,1/1/02 0:00,,False,NR,0,1,0,False,Micro-small,False,1/29/23 8:36,Search,200,1
1371,704,1000003679,Fidem Properties,1618 7th Street S,,Fargo,ND,58103,USA,7017933885,,https://opencorporates.com/companies/us_nd/0000150268,60732-000,Property Management,11/5/15 0:00,,False,NR,0,1,0,False,Micro-small,False,1/8/23 8:55,Search,200,1
1372,704,1000003401,Community Maintenance Inc,17444 Frondell Ct,,Eden Prairie,MN,55347,USA,9529385382,,https://plumbinghvacnearme.com/?listing=community-maintenance-inceden-prairie17444-frondell-ct-55347-3416,00155-000,Landscape Contractors,1/1/88 0:00,,False,NR,0,2,0,False,Micro-small,False,1/28/23 8:48,Search,200,1
1373,704,1000003056,Western Co-op Credit Union,290 15th St W,,Dickinson,ND,58601,USA,7012270188,,https://www.wccu.org/,20009-000,Credit Unions,1/1/85 0:00,,False,NR,0,20,0,False,Micro-small,False,1/29/23 8:36,Search,200,1
1374,704,1000003686,Chema Malu,1916 3rd Ave,,Anoka,MN,55303,USA,6127201744,,https://www.facebook.com/ChemaMaluMN/,50310-000,Gift Shops,8/28/09 0:00,,False,NR,0,1,0,False,Micro-small,False,2/3/23 9:12,Search,200,1
1375,704,1000005211,A V R Carpentry LLC,1030 Robert Pl SW,,Owatonna,MN,55060,USA,5072135758,,https://www.facebook.com/MohsContracting/,10019-000,Carpenters,3/12/09 0:00,,False,NR,0,1,0,False,Micro-small,False,12/24/22 8:49,Search,200,0
1376,704,1000000055,For Pet&#39;s Sake,11724 Ulysses St NE,,Blaine,MN,55434,USA,7633166827,,https://www.facebook.com/fpetssake/,88300-000,Pet Services,4/7/15 0:00,,False,NR,0,3,0,False,Small,False,2/1/23 8:58,Search,200,1
1377,704,1000005116,Larsen Transportation LLC,704 Buffalo Hills St,,Buffalo,MN,55313,USA,6122015569,,https://www.quicktransportsolutions.com/truckingcompany/minnesota/larsen-transportation-llc-usdot-3065969.php,70640-000,Trucking,10/11/12 0:00,,False,NR,0,1,0,False,Micro-small,False,12/24/22 8:49,Search,200,1
1378,704,1000005318,Eco Home Enterprises,5445 James Ave S,,Minneapolis,MN,55419,,8885087313,,https://doitgreen.org/topics/house-home/features-net-zero-eco-house/,60527-200,Mold & Mildew Inspection,7/21/13 0:00,,False,A+,100,2,0,False,Micro-small,False,2/9/23 17:10,Search,200,0
1379,704,1000006599,Battle Cry Construction,15 10th St E,,Dickinson,ND,58601,USA,7016904770,,https://www.facebook.com/battlecryconstruction/,10177-000,Construction & Remodeling Services,5/7/12 0:00,,False,NR,0,1,0,False,Micro-small,False,1/8/23 8:55,Search,200,1
1380,704,1000001808,Mid-town Family Restaurant,123 Railroad St E,,Norwood Young America,MN,55368,USA,9524672721,,https://www.menupix.com/minnesota/restaurants/2302331/Mid-Town-Family-Restaurant-Norwood-MN,50544-000,Restaurants,1/1/84 0:00,,False,NR,0,8,0,False,Micro-small,False,1/30/23 8:33,Search,200,1
1381,704,1000002817,Classic Auto Body & Glass,7436 Highway 32,,Edinburg,ND,58227,USA,7019938358,,https://www.loc8nearme.com/north-dakota/edinburg/classic-auto-body-and-glass/4690247/,60094-000,Auto Body Repair & Painting,1/1/96 0:00,,False,A+,100,1,0,False,Micro-small,False,3/24/22 8:32,Search,200,0
1382,704,1000004994,Cut Rite Lawn Care LLC,7833 159th Ln NW,,Ramsey,MN,55303,USA,7633231676,,https://www.quicktransportsolutions.com/truckingcompany/minnesota/cut-rite-lawn-care-llc-usdot-2194200.php,00157-000,Lawn Maintenance,5/3/07 0:00,,False,NR,0,1,0,False,Micro-small,False,12/30/22 8:57,Search,200,1
1383,704,1000000041,Sky Visions,PO Box 311,,Elgin,ND,58533,USA,,,https://www.dailyherald.com/business/20170612/smooth-fox-in-elgin-being-evicted,70623-000,"Television - Cable, CATV & Satellite",,,False,NR,0,1,0,False,Micro-small,False,2/1/20 4:31,Search,200,0
1384,704,1000002437,Johnson&#39;s Auto Body,PO Box 255,,Williston,ND,58802,USA,7015728010,,https://auto-body-repair-shops.cmac.ws/johnsons-auto-body/39142/,60094-000,Auto Body Repair & Painting,1/1/84 0:00,,False,NR,0,2,0,False,Micro-small,False,1/30/23 8:33,Search,200,1
