,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code
247,247,95373,95373,704,1000001801,Nordic Pest Control,31471 141st St NW,,Princeton,MN,55371.0,USA,7632034245.0,,https://www.facebook.com/mornelsnordic/,60650-000,Pest Control Services,2016-05-23 00:00:00,,False,NR,0.0,2.0,0.0,False,Small,False,2023-02-01 08:58:00,Search,200
711,711,95903,95903,704,1000004719,Rondeau Husky Home,4226 James Ave N,,Minneapolis,MN,55412.0,USA,,,https://www.tiktok.com/@durry.music/video/7114805509441588526,05195-000,Dog Breeders,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-14 08:20:00,Search,200
1121,1121,96324,96324,704,1000005917,Alberâ??s A A Restroom Rental,10485 Albers Trail,,Cannon Falls,MN,55009.0,USA,5076631000.0,,https://www.aawsi.com/states/mn/cannon-falls-portable-toilet-rentals.php,60885-000,Toilets - Portable,2016-10-03 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-05-05 04:27:00,Search,200
1155,1155,96358,96358,704,1000005995,"Don Orr Home Improvement, LLC",722 Cherry St,,Owatonna,MN,55060.0,USA,5073041327.0,,https://opencorporates.com/companies/us_mn/7d6139d2-92d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,2008-12-08 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-08-17 04:06:00,Search,200
798,798,95992,95992,704,1000004995,Van Koevering & Van Koevering,12789 County Road 131,,Holdingford,MN,56340.0,USA,3203630533.0,,https://www.superpages.com/holdingford-mn/bpp/van-koevering-van-koevering-315024,00155-000,Landscape Contractors,2010-08-30 00:00:00,,False,A+,100.0,2.0,0.0,False,Micro-small,False,2022-03-04 09:46:00,Search,200
287,287,95413,95413,704,1000001946,Rusty&#39;s Up North Realty,2600 46th St NE,,Longville,MN,56655.0,USA,2186757800.0,,https://rustysupnorthrealty.com/,60729-000,Real Estate,2004-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-09 08:05:00,Search,200
837,837,96032,96032,704,1000005057,Brent the Builder,16806 Taconite St NE,,Ham Lake,MN,55304.0,USA,6123880188.0,,https://www.parentcustomhomes.com/about-us/,10177-000,Construction & Remodeling Services,2007-01-22 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-20 08:56:00,Search,200
1182,1182,96385,96385,704,1000006086,Linex Liners,20725 Howland Ave,,Lakeville,MN,55044.0,USA,9524696009.0,,https://linextwincities.com/lakeville-mn/,85343-000,Truck Bedliner,2002-01-01 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-24 08:58:00,Search,200
359,359,95485,95485,704,1000002276,J3 Realty Group,7800 Metro Parkway Suite 300,,Bloomington,MN,55437.0,USA,9527674923.0,,https://www.realtor.com/realestateagency/56d6654db5cc660100bd41f8,60729-105,Real Estate Brokers,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-31 08:46:00,Search,200
63,63,95188,95188,704,1000000163,A & J Roofing,3916 2nd St E,,West Fargo,ND,58078.0,USA,7018668266.0,,https://www.jjroofingfargo.com/,10126-000,Roofing Contractors,2016-04-13 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-08-16 08:20:00,Search,200
471,471,95623,95623,704,1000002989,Mahon Group,13831 28th St N,,Stillwater,MN,55082.0,USA,6514307067.0,,https://www.attorneyunion.org/company-mahon-group-in-stillwater-mn-94152,60075-000,Attorneys & Lawyers,2010-08-30 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-03-23 04:00:00,Search,200
1251,1251,96465,96465,704,1000006337,Jerry Bothun Construction,10430 First Timberlane Dr,,Northfield,MN,55057.0,USA,5076455903.0,,https://bothunbrothersconstruction.com/,10035-000,Contractors - General,,,False,A+,99.49,,0.0,False,Micro-small,False,2020-08-04 04:10:00,Search,200
875,875,96070,96070,704,1000005146,Natural Balance Bodywork Therapy,6448 Main St,,North Branch,MN,55056.0,USA,6512959931.0,,https://www.facebook.com/NaturalBalanceBodyworkTherapy/,60543-000,Massage Therapists,2013-03-27 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-24 08:49:00,Search,200
400,400,95527,95527,704,1000002702,Bob's Circle Plumbing,52 East Rd,,Circle Pines,MN,55014.0,USA,7637842267.0,,https://septic-tanks-installation-and-repair-services.cmac.ws/bobs-circle-plumbing/4060/,10114-000,Plumbing Drains & Sewer Cleaning,2016-07-12 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-05-18 04:06:00,Search,200
1167,1167,96370,96370,704,1000006036,Outside Insights Consulting LLC,10337 Linda Ln N,,Greenfield,MN,55357.0,USA,7633704704.0,,https://opencorporates.com/companies/us_mn/5e5f39d2-92d4-e011-a886-001ec94ffe7f,60172-100,Coaching - Business,2008-12-03 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-09-25 04:01:00,Search,200
388,388,95514,95514,704,1000002544,Radiance Spine Injury-Wellness,8583 Lyndale Ave S,,Minneapolis,MN,55420.0,USA,9524442131.0,,https://radiancespine.com/eng,60685-000,Physical Therapists,2015-11-05 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-26 08:48:00,Search,200
1314,1314,96529,96529,704,1000006616,Big Wood's Construction LLC,1813 32nd Ave S Apt B,,Fargo,ND,58103.0,USA,2183937449.0,,https://www.facebook.com/bigwoodsLLC/,10035-000,Contractors - General,2015-07-13 00:00:00,2021-07-12 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-07-14 04:26:00,Search,200
308,308,95434,95434,704,1000002036,Sibley Court,484 Temperance St,,Saint Paul,MN,55101.0,USA,6512249003.0,,https://www.oahssibleycourt.com/,60042-000,Apartments,2008-01-01 00:00:00,,False,NR,0.0,4.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
66,66,95191,95191,704,1000000171,Parlor7 LLC,1597 Highway 7,,Hopkins,MN,55305.0,USA,9529333594.0,,https://www.yellowpages.com/hopkins-mn/mip/parlor-7-523713726,60420-000,Hair Styling and Services,2015-09-28 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-02 08:52:00,Search,200
1169,1169,96372,96372,704,1000006040,Coolen Brothers Tree Service,3723 Eaken Ave NE,,Buffalo,MN,55313.0,USA,7636824439.0,,https://landscape-services.cmac.ws/coolen-brothers-tree-service/90234/,00219-000,Tree Service,2016-10-07 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-08-03 08:42:00,Search,200
1066,1066,96269,96269,704,1000005768,"Classic Custom Homes, Inc.",10801 Hackberry Ln N,,Champlin,MN,55316.0,USA,6122214754.0,,https://classic-customhomes.com/,10078-000,Home Builders,1999-03-10 00:00:00,2016-09-26 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-08-04 05:08:00,Search,200
48,48,95173,95173,704,1000000124,"Kerker, Inc.",7709 Pillsbury Ave S,,Minneapolis,MN,55423.0,USA,6128693232.0,,https://www.facebook.com/kerkerinc.residentialdesign/,00155-000,Landscape Contractors,1991-04-22 00:00:00,,False,NR,0.0,10.0,0.0,False,Micro-small,False,2022-11-15 09:12:00,Search,200
464,464,95614,95614,704,1000002975,J M Bruhn Plumbing Co,48801 County Highway 17,,Vergas,MN,56587.0,USA,2183422475.0,,https://www.showmelocal.com/profile.aspx?bid=1160963,10003-000,Air Conditioning Contractors & Systems,1987-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
905,905,96101,96101,704,1000005248,Advance Construction Services LLC,4215 Waville Rd NE,,Bemidji,MN,56601.0,USA,2185564996.0,,https://advancedconstructionmn.com/,10177-000,Construction & Remodeling Services,2007-06-04 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-08-06 08:22:00,Search,200
1009,1009,96210,96210,704,1000005573,R & Z Enterprises,3800 Restwood Rd,,Circle Pines,MN,55014.0,USA,6514644894.0,,https://www.showmelocal.com/profile.aspx?bid=1152308,00155-103,Landscape Maintenance,1995-01-01 00:00:00,,False,A+,100.0,30.0,0.0,False,Small,False,2022-06-03 09:04:00,Search,200
538,538,95690,95690,704,1000003416,"Endeavor Archival Services, LLC",15465 5th St NE,,Ham Lake,MN,55304.0,USA,7632020155.0,,https://clustrmaps.com/a/7brcl/,82400-000,Records Management,2014-06-25 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-01 08:13:00,Search,200
579,579,95731,95731,704,1000003731,Grabinger&#39;s Marine,8227 33rd St SE,,Jamestown,ND,58401.0,USA,7012524824.0,,https://local.jamestownsun.com/jamestown-nd/grabingers-marine-701-252-4824,50082-000,Boat Dealers,2006-01-01 00:00:00,,False,NR,0.0,4.0,0.0,False,Micro-small,False,2023-01-28 08:48:00,Search,200
167,167,95292,95292,704,1000001524,The Cut Above,524 Washington St,,Brainerd,MN,56401.0,USA,2188291234.0,,https://www.facebook.com/thecutabove218/,60134-000,Beauty Salons,1984-01-01 00:00:00,,False,NR,0.0,7.0,0.0,False,Micro-small,False,2021-08-15 04:22:00,Search,200
1351,1351,96567,96567,704,1000006722,  H&G Cabinets & Construction,3769 215th St,,Winsted,MN,55395.0,USA,3204854233.0,,https://www.crowrivermedia.com/marketplace/business_professional_services/consultants/construction/h-g-cabinets-construction/business_03a521ed-0313-58ef-9c2e-073da51e057e.html,50121-000,Cabinets,2008-04-18 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-01-22 03:49:00,Search,200
32,32,95157,95157,704,1000000078,Jeff Mohr Siding,820 11th St Sw,,Pine City,MN,55063.0,USA,3202791365.0,,https://www.buildzoom.com/contractor/jeff-mohr-siding-llc-pine-city-mn,10126-000,Roofing Contractors,2016-04-06 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-04-13 08:07:00,Search,200
600,600,95753,95753,704,1000003815,Sakura,9 Washington St NE,,Brainerd,MN,56401.0,USA,2182703777.0,,http://places.singleplatform.com/sakura-express-9/menu,50544-000,Restaurants,2015-05-26 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-04-01 08:40:00,Search,200
307,307,95433,95433,704,1000002034,"MB Realty, Inc.",100 S 5th St Fl 19,,Minneapolis,MN,55402.0,USA,6122564719.0,,https://mbrealtymn.com/,61004-101,Timeshare Resale and Rental Marketing,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-31 14:13:00,Search,200
1092,1092,96295,96295,704,1000005838,Delaney Homes Inc,1830 40th Avenue South #108,,Moorhead,MN,56560.0,USA,2187903946.0,,https://www.houzz.com/professionals/home-builders/delaney-homes-inc-pfvwus-pf~127804100,10078-000,Home Builders,2014-09-23 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-02-10 09:45:00,Search,200
753,753,95945,95945,704,1000004860,Stage Left Dance Company,1830 Wooddale Dr,,Woodbury,MN,55125.0,USA,6516515783.0,,http://www.stageleftdanceco.com/,60277-000,Dance Companies,,,False,A+,99.55,,0.0,False,Micro-small,False,2020-06-21 03:49:00,Search,200
250,250,95376,95376,704,1000001805,Progressive Rail,21778 Highview Ave,,Lakeville,MN,55044.0,USA,6514231800.0,,https://www.progressiverail.com/rrpgr/lakeville.html,70587-000,Railroads,1996-01-04 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-07-08 12:27:00,Search,200
407,407,95534,95534,704,1000002772,Bcb Exteriors,635 17th Ave N,,South Saint Paul,MN,55075.0,USA,6515547774.0,,https://start.cortera.com/company/research/l3l0pso0r/bcb-exteriors/,60478-000,Janitor Service,2008-02-25 00:00:00,,False,A+,100.0,2.0,0.0,False,Micro-small,False,2021-04-24 04:07:00,Search,200
389,389,95515,95515,704,1000002546,Sharp 360,3001 Hennepin Ave. S,,Minneapolis,MN,55408.0,USA,6123454093.0,,https://www.facebook.com/sharp360menswear/,50422-000,Mens Clothing & Furnishings - Retail,2016-02-22 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-11 08:02:00,Search,200
836,836,96031,96031,704,1000005056,Brent Pavelko LLC,73929 470th Ave,,Jackson,MN,56143.0,USA,5076625810.0,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3644972,10177-000,Construction & Remodeling Services,2013-06-04 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-20 08:57:00,Search,200
1033,1033,96235,96235,704,1000005664,Design Line Construction,12490 Blanca Ave W,,Rosemount,MN,55068.0,USA,6514235138.0,,https://www.superpages.com/rosemount-mn/bpp/design-line-construction-25726403,10177-000,Construction & Remodeling Services,2000-04-10 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-03-24 08:31:00,Search,200
1135,1135,96338,96338,704,1000005948,Anliker Construction LLC,220 First Ave S,,Forbes,ND,58439.0,USA,7013577831.0,,https://opencorporates.com/companies/us_nd/0000142562,10177-000,Construction & Remodeling Services,2014-12-05 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-02 08:49:00,Search,200
1053,1053,96255,96255,704,1000005735,"CJC Properties, LLC",7468 Norris Lake Rd NW,,Elk River,MN,55330.0,USA,6122211853.0,,https://opencorporates.com/companies/us_mn/71038033-8bd4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,2005-03-04 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-07 09:07:00,Search,200
1366,1366,96582,96582,704,1000006775,"Ambulance Service, Inc. ",120 Minnesota Ave,,Breckenridge,MN,56520.0,USA,2186435595.0,,https://www.asirichlandwilkin.com/,60445-300,Emergency Rooms,1984-08-16 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-03-22 08:36:00,Search,200
926,926,96124,96124,704,1000005326,Fossil Construction,833 Winnetka Ave N,,New Hope,MN,55427.0,USA,9524842571.0,,https://www.remax.com/pa/new-hope/home-details/2472-river-rd-new-hope-pa-18938/1786755206819453190,10177-000,Construction & Remodeling Services,2004-12-27 00:00:00,2018-05-23 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-05-25 03:56:00,Search,200
736,736,95928,95928,704,1000004793,Schewe Time Service,22352 840th Ave,,Hayward,MN,56043.0,USA,5072564233.0,,https://www.worlein.com/obituaries/glenn-schewe,60005-101,Accounting Services,1995-07-03 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2020-07-12 03:50:00,Search,200
316,316,95442,95442,704,1000002070,SCR ,3400 37th Ave SE,,Minot,ND,58701.0,USA,7018520934.0,,http://nspe.org/nf_router?loc=//sischoilym.ga/113nspeorglxQ651,10032-101,Concrete - Custom,2011-08-03 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-09 08:05:00,Search,200
967,967,96166,96166,704,1000005449,Golle Enterprises LLC,12903 Pioneer Trl,,Eden Prairie,MN,55347.0,USA,9529449859.0,,https://opencorporates.com/companies/us_mn/1df03714-7978-e311-8e3a-001ec94ffe7f,60553-000,Merchandise Brokers,2014-01-07 00:00:00,2020-01-29 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-30 08:34:00,Search,200
695,695,95887,95887,704,1000004624,Village Drug,108 2nd Ave S,,Sauk Rapids,MN,56379.0,USA,3202521303.0,,https://villagemn.com/,50488-000,Pharmacies,1969-12-08 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-06 09:12:00,Search,200
193,193,95318,95318,704,1000001597,Ron's Service of Dassel Inc,150 Parker Ave W,,Dassel,MN,55325.0,USA,3202753149.0,,https://www.dandb.com/businessdirectory/ronsserviceofdasselinc-dassel-mn-15018935.html,50567-000,Service Stations - Gasoline & Oil,1973-10-01 00:00:00,,False,NR,0.0,6.0,0.0,False,Micro-small,False,2022-05-23 08:19:00,Search,200
1173,1173,96376,96376,704,1000006070,Andrew&#39;s Lawn Care and Snow Removal ,1705 1ST ST N,,Fargo,ND,58102.0,USA,7013671853.0,,https://andrewslawnandsnow.com/,70605-000,Snow Removal Service,2016-05-13 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-02 08:49:00,Search,200
555,555,95707,95707,704,1000003621,Partners in Grime,1131 County Road B W,,Roseville,MN,55113.0,USA,6512635458.0,,https://www.facebook.com/partnersingrime92/,66002-000,Cleaning Services,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-08 08:46:00,Search,200
356,356,95482,95482,704,1000002239,Balance Women's Fitness,2261 Tioga Blvd,,Mounds View,MN,55112.0,USA,6516364601.0,,https://www.wellnessliving.com/state-mn/mounds_view/,60430-100,Fitness Centers,2006-11-15 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2019-08-29 04:14:00,Search,200
392,392,95518,95518,704,1000002602,KDUZ,20132 Highway 15 N,,Hutchinson,MN,55350.0,USA,3205872140.0,,https://kduz.com/,70583-000,Radio Stations & Broadcast Companies,1996-01-01 00:00:00,,False,NR,0.0,15.0,0.0,False,Micro-small,False,2023-01-30 08:34:00,Search,200
631,631,95787,95787,704,1000003952,"Vinehurst, Inc.",11670 Fountains Drive,,Maple Grove,MN,55369.0,USA,7634452669.0,,https://opencorporates.com/companies/us_mn/5a2c1ceb-373d-e611-816b-00155d01c56d,20085-000,Financial Services,2016-06-28 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-02-02 20:45:00,Search,200
1012,1012,96213,96213,704,1000005583,Henry's Auto Repair,7570 Highway 65 NE,,Fridley,MN,55432.0,USA,6124234262.0,,https://maps.roadtrippers.com/us/fridley-mn/services/henrys-auto-repair-fridley,60107-700,Auto Repair - Maintenance,2014-08-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-05-27 08:35:00,Search,200
463,463,95613,95613,704,1000002974,Its Marketing Inc,220 W Washington Ave Ste 103,,Fergus Falls,MN,56537.0,USA,2187395742.0,,https://www.localpx.com/v/en/its-marketing-inc-fergus-falls-mn.html,60533-000,Management Consultants,2000-01-01 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
524,524,95676,95676,704,1000003295,O&#39;leary Construction,Highway 11,,International Falls,MN,56649.0,USA,2182839451.0,,https://www.showmelocal.com/profile.aspx?bid=1233231,10035-000,Contractors - General,2003-01-01 00:00:00,,False,NR,0.0,9.0,0.0,False,Micro-small,False,2023-01-29 08:37:00,Search,200
410,410,95537,95537,704,1000002779,Bill Skeesick Jr,12303 71st Ave SW,,Motley,MN,56466.0,USA,2183526479.0,,https://www.dnr.state.mn.us/woodlands/pine-moraines.html,60729-000,Real Estate,2002-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
565,565,95717,95717,704,1000003679,Fidem Properties,1618 7th Street S,,Fargo,ND,58103.0,USA,7017933885.0,,https://opencorporates.com/companies/us_nd/0000150268,60732-000,Property Management,2015-11-05 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-08 08:55:00,Search,200
536,536,95688,95688,704,1000003401,Community Maintenance Inc,17444 Frondell Ct,,Eden Prairie,MN,55347.0,USA,9529385382.0,,https://plumbinghvacnearme.com/?listing=community-maintenance-inceden-prairie17444-frondell-ct-55347-3416,00155-000,Landscape Contractors,1988-01-01 00:00:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,2023-01-28 08:48:00,Search,200
498,498,95650,95650,704,1000003056,Western Co-op Credit Union,290 15th St W,,Dickinson,ND,58601.0,USA,7012270188.0,,https://www.wccu.org/,20009-000,Credit Unions,1985-01-01 00:00:00,,False,NR,0.0,20.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
566,566,95718,95718,704,1000003686,Chema Malu,1916 3rd Ave,,Anoka,MN,55303.0,USA,6127201744.0,,https://www.facebook.com/ChemaMaluMN/,50310-000,Gift Shops,2009-08-28 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-03 09:12:00,Search,200
888,888,96083,96083,704,1000005211,A V R Carpentry LLC,1030 Robert Pl SW,,Owatonna,MN,55060.0,USA,5072135758.0,,https://www.facebook.com/MohsContracting/,10019-000,Carpenters,2009-03-12 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-24 08:49:00,Search,200
23,23,95148,95148,704,1000000055,For Pet&#39;s Sake,11724 Ulysses St NE,,Blaine,MN,55434.0,USA,7633166827.0,,https://www.facebook.com/fpetssake/,88300-000,Pet Services,2015-04-07 00:00:00,,False,NR,0.0,3.0,0.0,False,Small,False,2023-02-01 08:58:00,Search,200
867,867,96062,96062,704,1000005116,Larsen Transportation LLC,704 Buffalo Hills St,,Buffalo,MN,55313.0,USA,6122015569.0,,https://www.quicktransportsolutions.com/truckingcompany/minnesota/larsen-transportation-llc-usdot-3065969.php,70640-000,Trucking,2012-10-11 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-24 08:49:00,Search,200
924,924,96122,96122,704,1000005318,Eco Home Enterprises,5445 James Ave S,,Minneapolis,MN,55419.0,,8885087313.0,,https://doitgreen.org/topics/house-home/features-net-zero-eco-house/,60527-200,Mold & Mildew Inspection,2013-07-21 00:00:00,,False,A+,100.0,2.0,0.0,False,Micro-small,False,2023-02-09 17:10:00,Search,200
1305,1305,96519,96519,704,1000006599,Battle Cry Construction,15 10th St E,,Dickinson,ND,58601.0,USA,7016904770.0,,https://www.facebook.com/battlecryconstruction/,10177-000,Construction & Remodeling Services,2012-05-07 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-08 08:55:00,Search,200
252,252,95378,95378,704,1000001808,Mid-town Family Restaurant,123 Railroad St E,,Norwood Young America,MN,55368.0,USA,9524672721.0,,https://www.menupix.com/minnesota/restaurants/2302331/Mid-Town-Family-Restaurant-Norwood-MN,50544-000,Restaurants,1984-01-01 00:00:00,,False,NR,0.0,8.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
427,427,95554,95554,704,1000002817,Classic Auto Body & Glass,7436 Highway 32,,Edinburg,ND,58227.0,USA,7019938358.0,,https://www.loc8nearme.com/north-dakota/edinburg/classic-auto-body-and-glass/4690247/,60094-000,Auto Body Repair & Painting,1996-01-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-03-24 08:32:00,Search,200
797,797,95991,95991,704,1000004994,Cut Rite Lawn Care LLC,7833 159th Ln NW,,Ramsey,MN,55303.0,USA,7633231676.0,,https://www.quicktransportsolutions.com/truckingcompany/minnesota/cut-rite-lawn-care-llc-usdot-2194200.php,00157-000,Lawn Maintenance,2007-05-03 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-30 08:57:00,Search,200
17,17,95142,95142,704,1000000041,Sky Visions,PO Box 311,,Elgin,ND,58533.0,USA,,,https://www.dailyherald.com/business/20170612/smooth-fox-in-elgin-being-evicted,70623-000,"Television - Cable, CATV & Satellite",,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2020-02-01 04:31:00,Search,200
375,375,95501,95501,704,1000002437,Johnson&#39;s Auto Body,PO Box 255,,Williston,ND,58802.0,USA,7015728010.0,,https://auto-body-repair-shops.cmac.ws/johnsons-auto-body/39142/,60094-000,Auto Body Repair & Painting,1984-01-01 00:00:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
125,125,95250,95250,704,1000001382,Continental Hair Salon,4629 E Superior St,,Duluth,MN,55804.0,USA,2185255161.0,,https://foursquare.com/v/continental-hair-salon/507d8b5ee4b0e7d79bf1e127,60134-000,Beauty Salons,1984-01-01 00:00:00,2016-05-18 00:00:00,False,NR,0.0,2.0,,False,Micro-small,False,2019-05-20 04:18:00,Search,200
354,354,95480,95480,704,1000002228,Carver Hair Salon,221 Broadway,,Carver,MN,55315.0,USA,9523616780.0,,https://www.facebook.com/profile.php?id=100039223226323,60134-000,Beauty Salons,2001-01-01 00:00:00,,False,NR,0.0,4.0,0.0,False,Micro-small,False,2023-01-30 08:34:00,Search,200
348,348,95474,95474,704,1000002192,The Tox Group Inc,2136 Ford Pkwy Ste 174,,Saint Paul,MN,55116.0,USA,6513387982.0,,https://www.superpages.com/saint-paul-mn/bpp/the-tox-group-inc-527734242,65311-000,Drug & Alcohol Screening & Testing,2016-06-22 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-31 08:46:00,Search,200
1125,1125,96328,96328,704,1000005931,Dave-O LLC,11829 Harvest Ln #16,,Eden Prairie,MN,55347.0,USA,9522001872.0,,https://opencorporates.com/companies/us_mn/c1ad6610-11cc-e411-b14d-001ec94ffe7f,10177-000,Construction & Remodeling Services,2015-04-23 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-09-14 04:03:00,Search,200
1063,1063,96266,96266,704,1000005755,Dan Hoefs Custom Homes LLC,1783 32nd Ave SW,,Backus,MN,56435.0,USA,2188318633.0,,https://www.hoefscustomhomes.com/,10177-000,Construction & Remodeling Services,2003-02-21 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-30 08:57:00,Search,200
1170,1170,96373,96373,704,1000006054,DC Garage Door,94394 E Frontage Rd,,Moose Lake,MN,55767.0,USA,2184858575.0,,https://dcgaragedoorsmn.com/,85361-000,Garage Door Repair,2016-02-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-14 08:57:00,Search,200
767,767,95960,95960,704,1000004941,Bazey Construction,PO Box 342,,Stephen,MN,56757.0,USA,2184784374.0,,https://www.stephenmn.com/index.asp?SEC=5A3E7054-97F4-45A0-80F4-D844E441942E&Type=B_BASIC,10177-000,Construction & Remodeling Services,2003-09-25 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-31 08:46:00,Search,200
933,933,96132,96132,704,1000005362,Cousins Concrete & Masonry,5412 York Ave S,,Edina,MN,55410.0,USA,9529280686.0,,https://www.checkbook.org/mn/edina/rock-and-cement-contractors/cousins-brick-and-stone/rsob3,10089-000,Mason Contractors,2016-09-28 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-26 08:45:00,Search,200
1336,1336,96552,96552,704,1000006680,"Valley Sales Company, Inc.",1218 se 8th ,,Sydney,ND,58401.0,USA,7012523950.0,,https://www.jamestownchamber.com/list/member/valley-sales-company-inc-budweiser-302,60772-100,Sales Lead Generation,1961-03-03 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-08 08:55:00,Search,200
494,494,95646,95646,704,1000003050,United Title Co,20520 Keokuk Ave,,Lakeville,MN,55044.0,USA,9528928841.0,,https://www.yellowpagesdirectory.com/Lakeville-MN/United+Title/382080,20072-000,Title Companies & Agents,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
794,794,95988,95988,704,1000004987,McDonald's,6320 W Lake St,,St Louis Park,MN,55416.0,USA,9529290770.0,,https://www.mcdonalds.com/us/en-us/location/mn/st-louis-park/5200-excelsior-blvd/13725.html,50544-000,Restaurants,,,False,NR,0.0,,0.0,False,Micro-small,False,2020-01-28 04:21:00,Search,200
