BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,manually_checked
704,1000006038,Bosl Construction,409 Country Oak Dr,,Sauk Centre,MN,56378,USA,3203526289,,https://www.dandb.com/businessdirectory/boslconstruction-saukcentre-mn-14661119.html,10035-000,Contractors - General,1/27/1992 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/2/2023 8:49,Search,0
704,1000000225,Absolute Outdoor Services LLC,350 93rd Ave NE,,Blaine,MN,55434,USA,7635608907,,https://opencorporates.com/companies/us_mn/30294490-0080-e111-b001-001ec94ffe7f,00219-000,Tree Service,4/6/2012 0:00,2/11/2020 0:00,FALSE,NR,0,,0,FALSE,Micro-small,FALSE,2/13/2020 4:52,Search,0
704,1000001921,Callisters Christmas,60 E Broadway,,Bloomington,MN,55425,USA,,,https://callisterschristmas.com/,60209-000,Christmas Lights & Decorations,,6/21/2016 0:00,FALSE,NR,0,,,FALSE,Micro-small,FALSE,6/24/2019 4:05,Search,1
704,1000004742,Adventure RV Centre,402 S Washington Ave,,Albert Lea,MN,56007,USA,5073772225,,https://business.albertlea.org/list/member/adventure-rv-centre-3754,50535-000,Recreational Vehicles - Dealers,10/14/2005 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/21/2023 8:56,Search,0
704,1000003817,Donald Miller Construction,17843 Jubilee Way Apt A,,Lakeville,MN,55044,USA,9528920536,,https://www.homeyou.com/donald-miller-construction-lakeville-mn,30760-000,Woodworking,,11/22/2019 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,11/28/2022 8:54,Search,0
704,1000005441,Reyes Renovating LLC,7300 Hudson Blvd. N. Ste 200,,Oakdale,MN,55128,USA,5072012024,,https://www.instagram.com/reyeshomeimprovementllc/?hl=en,10035-200,Contractor - Remodel & Repair,8/5/2016 0:00,,FALSE,F,11.42,,0,FALSE,Micro-small,FALSE,4/18/2018 5:18,Search,0
704,1000006121,Adams Hardwood Floor Sanding,1019 Chestnut St,,Grand Forks,ND,58201,USA,7017469523,,https://nextdoor.com/pages/david-adams-hardwood-floor-grand-forks-nd/,15058-000,Hardwood Floor Contractors,3/21/2016 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,10/7/2022 8:31,Search,0
704,1000003916,Stalling Enterprise,7714 Brooklyn Blvd Ste 110,,Brooklyn Park,MN,55443,USA,7634320297,,https://www.enterprise.com/en/car-rental/locations/us/mn/brooklyn-park-1904.html,50291-000,Furniture - Retail,12/31/2009 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/28/2023 8:47,Search,0
704,1000001874,House It LLC,3035 Hampshire Ave N,,New Hope,MN,55427,USA,7632273642,,https://www.facebook.com/NewHopeHomesLLC/,10035-000,Contractors - General,11/30/2012 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/13/2022 9:03,Search,0
704,1000005315,Blaise Watson Carpentry LLC,750 Quiver St,,Chanhassen,MN,55317,USA,9524745941,,https://www.checkbook.org/mn/chanhassen/carpenters/blaise-watson-carpentry/z32b5,10035-000,Contractors - General,11/17/2008 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,4/24/2021 4:07,Search,0
704,1000001831,Pelican Lake Community Center,8922 Plant Rd,,Pequot Lakes,MN,56472,USA,2185624664,,https://www.yellowpages.com/pequot-lakes-mn/mip/pelican-lake-community-center-1152633,60037-000,Amusement Parks & Places,1/1/1999 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/30/2023 8:33,Search,0
704,1000001458,Meadowridge Assisted & Memory Care Living,7545 Country Club Dr,,Golden Valley,MN,55427,USA,7637627300,,https://www.meadowridgeseniorliving.com/,61002-100,Assisted Living & Adult Family Homes,7/2/2015 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/4/2022 9:03,Search,1
704,1000004932,Bruce C Anderson Construction,PO Box 518,,Nicollet,MN,56074,USA,5073278559,,https://ezlocal.com/mn/nicollet/real-estate---development/0910852943,10006-000,Kitchen & Bath - Design & Remodeling,12/30/1991 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/12/2023 8:54,Search,0
704,1000005926,Anderman Plastering/Stucco,21612 203rd St NW,,Big Lake,MN,55309,USA,7632635942,,https://www.mnhs.org/preservation/directory/8201,10032-000,Concrete Contractors,3/11/1999 0:00,4/21/2021 0:00,FALSE,NR,0,4,0,FALSE,Micro-small,FALSE,4/23/2021 3:55,Search,0
704,1000006028,B & D Handy Man,3008 BERRY DR,,Bismarck,ND,58501,USA,7012586009,,https://dandeeservicesinc.com/,15035-000,Handyman Services,7/16/2008 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/2/2023 8:49,Search,0
704,1000006295,Mark Willis Construction,807 2nd St S,,Stillwater,MN,55082,USA,6514303570,,https://start.cortera.com/company/research/k5o1nxn4p/mark-willis-construction/,10035-000,Contractors - General,8/30/2010 0:00,,FALSE,A+,100,3,0,FALSE,Micro-small,FALSE,4/22/2021 4:11,Search,0
704,1000002726,Bruce Stuhr Construction ,8451 County Road 6 NW,,Annandale,MN,55302,USA,3202741442,,https://start.cortera.com/company/research/k5n7mzq1n/stuhr-bruce-construction/,10177-000,Construction & Remodeling Services,7/13/2016 0:00,,FALSE,NR,0,,0,FALSE,Micro-small,FALSE,2/27/2021 4:08,Search,0
704,1000002164,Technical Solutions Inc,8823 Zealand Ave N Ste U,,Minneapolis,MN,55445,USA,7637859303,,https://www.yellowpages.com/minneapolis-mn/mip/technical-solutions-inc-528608034,60326-100,Staffing - Technical,3/21/1991 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,7/8/2022 12:28,Search,0
704,1000005584,Construction Plus LLC,1300 Independence Ave S,,St Louis Park,MN,55426,USA,6122671360,,https://www.networx.com/c.construction-plus-llc,10177-000,Construction & Remodeling Services,7/26/2010 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/26/2022 8:45,Search,0
704,1000001773,Thorp Construction LLC,405 Music St NW,,New Prague,MN,56071,USA,9524576385,,http://www.thorphomes.com/,10177-000,Construction & Remodeling Services,8/25/2009 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/9/2022 8:05,Search,1
704,1000003308,Lake State Remodeling LLC,25522 Duffney Road,,Rochert,MN,56578,USA,2183960959,,https://www.buildzoom.com/contractor/lake-state-remodeling-llc,10035-000,Contractors - General,,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,7/29/2020 4:44,Search,0
704,1000003949,Hallberg & McCabe Ltd,1255 Hazelwood Way,,Northfield,MN,55057,USA,6127241379,,https://clustrmaps.com/a/1ftij/,60005-000,Accountants,10/11/1973 0:00,,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,1/23/2023 8:35,Search,0
704,1000006287,Five Star Roofing & Siding,2915 Golden Valley Rd,,Minneapolis,MN,55411,USA,9526492842,,https://www.fivestarrated.com/roofers/minneapolis,10126-000,Roofing Contractors,9/3/2015 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,8/3/2022 8:42,Search,0
704,1000001781,Popcorn Video,290 Main St W,,Isle,MN,56342,USA,3206763191,,https://www.alignable.com/isle-mn/13131563-popcorn-video-laundry-and-tanning,50534-000,"Compact Discs, Tapes & Records - Retail",1/1/1996 0:00,,FALSE,NR,0,5,0,FALSE,Micro-small,FALSE,1/30/2023 8:33,Search,0
704,1000005972,Trucks of Williston,110 Washington Ave,,Williston,ND,58801,USA,7017743460,,https://www.facebook.com/marketplace/104054996296400/trucks/,50040-000,Auto Dealers - Used Cars,9/16/2015 0:00,,FALSE,A+,100,,0,FALSE,Micro-small,FALSE,1/4/2020 4:16,Search,0
704,1000005119,Cristina&#39;s Cleaning Service Inc,4091 119th Ave NW,,Coon Rapids,MN,55433,USA,7632223346,,https://www.care.com/b/l/kristina-s-cleaning-company/coon-rapids-mn,66002-000,Cleaning Services,10/5/2012 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/24/2022 8:49,Search,0
704,1000000077,West Funeral Homes,321 Sheyenne Street,,West Fargo,ND,58078,USA,7012826699,,https://www.westfuneralhome.com/,62000-000,Funeral Homes,5/22/2013 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/4/2022 8:07,Search,1
704,1000001587,Torgersen Construction,1252 Airport Rd,,Two Harbors,MN,55616,USA,2188346561,,https://www.houzz.com/professionals/home-builders/torgersen-construction-llc-pfvwus-pf~153685351,10035-000,Contractors - General,1/1/1998 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,Search,0
704,1000002752,Bauer Masonry,36556 County Road 173,,Melrose,MN,56352,USA,3202563925,,https://opencorporates.com/companies/us_mn/32281c6a-8fd4-e011-a886-001ec94ffe7f,10032-000,Concrete Contractors,3/26/2007 0:00,,FALSE,NR,0,5,0,FALSE,Micro-small,FALSE,12/1/2022 9:22,Search,0
704,1000005274,Birchwood Construction LLC,22767 Rose Ct NW,,Saint Francis,MN,55070,USA,6127438333,,https://zaubee.com/biz/birchwood-construction-llc-s7qoar52,10035-000,Contractors - General,2/18/2009 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/26/2022 8:45,Search,0
704,1000002382,Fabletics,142 South Street,,Bloomington,MN,55425,USA,6515835511,,https://www.mallofamerica.com/directory/fabletics,41000-000,Sports & Recreation,10/1/2013 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,6/1/2022 21:26,Search,1
704,1000006089,North Central Electric Co-Op,538 11th St W Ste 1,,Bottineau,ND,58318,USA,7012282202,,https://www.facebook.com/people/North-Central-Electric-Co-Op/100063478303650/,70544-000,Electric Companies,4/24/1941 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/2/2023 8:49,Search,0
704,1000004947,Andrew J. Stoskopf Trucking Inc,PO Box 23,,Warroad,MN,56763,USA,2182421424,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2099002,70640-000,Trucking,6/11/2015 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/20/2022 8:56,Search,0
704,1000000024,new 2 you,501 Broadway W,,Little Falls,MN,56345,USA,3206392232,,https://www.facebook.com/new2youlittlefalls/,50655-000,Thrift Shops,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/24/2023 8:58,Search,0
704,1000006284,"Larsen Septic, LLC",28428 Mcnally Ridge Rd,,Winona,MN,55987,USA,5074298325,,https://www.septic.com/septic-services/minnesota/winona/larsen-septic/,10129-000,Septic Tanks & Systems Contractors & Dealers,5/11/2007 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/29/2020 6:34,Search,0
704,1000001573,Quality Foundations Llc,PO Box 906,,Devils Lake,ND,58301,USA,7016621090,,https://www.homeyou.com/quality-foundations-llc-devils-lake-nd,10032-000,Concrete Contractors,1/1/2002 0:00,,FALSE,NR,0,6,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,Search,0
704,1000004446,Carlson Wagonlit Travel,4201 W Division St,,Saint Cloud,MN,56301,USA,3203459680,,https://cruise-line-agents.cmac.ws/carlson-wagonlit-travel-world-travel-of-st-cloud-inc/5170/,70632-000,Travel Agencies & Bureaus,11/21/1997 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/5/2023 8:42,Search,0
704,1000005650,Dale Johnson III Construction LLC,337 3rd St,,Tracy,MN,56175,USA,5078294040,,https://opencorporates.com/companies/us_mn/6d93e613-93d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,1/16/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/28/2019 4:25,Search,0
704,1000003922,Studio 9 Photography,901 9th St S,,Fargo,ND,58103,USA,7018505765,,https://www.facebook.com/studio9fargo/,60655-100,Photographers,1/1/2012 0:00,,FALSE,NR,0,,0,FALSE,Micro-small,FALSE,1/29/2020 6:32,Search,0
704,1000005235,Adrian M Gunnerson Builders LLC,8975 75th St NW,,Annandale,MN,55302,USA,6126188452,,https://www.houzz.com/professionals/general-contractors/adrian-m-gunnerson-builders-llc-pfvwus-pf~95122461,10177-000,Construction & Remodeling Services,1/16/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,10/13/2020 4:00,Search,0
704,1000006621,Bingeman Construction LLC,23 6th Ave W,,Ray,ND,58849,USA,7015704880,,https://opencorporates.com/companies/us_nd/0000152171,85310-000,Contractor - Commercial,4/24/2014 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,5/29/2021 4:10,Search,0
704,1000001669,Surety Title Co,523 Central Ave,,New Rockford,ND,58356,USA,7019472446,,https://www.ndlta.org/eddy.html,20072-000,Title Companies & Agents,4/30/2025 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,5/23/2022 8:19,Search,0
704,1000006326,"Scharf Auto Supply, Inc.",620 1st ave sw,,Rochester,MN,55902,USA,5072893396,,https://mpecnapa.com/mpec-napa-acquires-scharf-auto-supply/,80041-200,Auto Parts & Supplies - Used,12/30/1958 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/3/2023 8:39,Search,0
704,1000003265,Broadway Hair Fashions,255 Broadway Ave S,,Cokato,MN,55321,USA,3202865915,,https://www.facebook.com/BroadwayHairFashions/,60420-000,Hair Styling and Services,8/17/1988 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,2/21/2020 4:04,Search,0
704,1000001562,Ray Devine,1695 Main St,,Hugo,MN,55038,USA,6514070388,,https://radaris.com/p/Raymond/Devine/,50173-000,Computers - Dealers,,5/17/2016 0:00,FALSE,NR,0,,,FALSE,Micro-small,FALSE,5/20/2019 4:18,Search,0
704,1000005754,Changing Spaces Construction Inc,4174 145th Ave NW,,Ham Lake,MN,55304,USA,7634215960,,https://nextdoor.com/pages/changing-spaces-construction-andover-mn/,10075-000,Heat Pumps,10/30/1996 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/30/2022 8:57,Search,0
704,1000006778,Acct Inc,7290 Morris Thomas Rd W,,Cloquet,MN,55720,USA,2188792241,,https://acctmn.com/,10005-000,Asbestos Removal Service,1/1/1987 0:00,,FALSE,A+,100,10,0,FALSE,Micro-small,FALSE,9/2/2021 3:56,Search,1
704,1000000224,Salo Iot Solutions,322 Warwick St,,Saint Paul,MN,55105,USA,6516989110,,https://www.showmelocal.com/profile.aspx?bid=1179428,60235-000,"Computers Hardware, Software & Services",4/19/2016 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/21/2022 8:39,Search,0
704,1000001617,Henriette Florist and Gifts,1st Street SE,,Henriette,MN,55036,USA,8886841302,,https://www.henriettafloral.com/,50275-000,Florists - Retail,,,FALSE,NR,0,,0,FALSE,Micro-small,FALSE,2/1/2020 4:31,Search,1
704,1000004796,Security Insurance Agency,1606 E Main St,,Albert Lea,MN,56007,USA,5073736446,,https://www.heartman.com/,20036-000,Insurance - Disability,1/23/1984 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/6/2022 9:12,Search,0
704,1000004883,Lake Country Bakery,923 Washington Ave,,Detroit Lakes,MN,56501,USA,2188477361,,https://www.menupix.com/minnesota/restaurants/455037/Lake-Country-Bakery-Detroit-Lakes-MN,50052-000,Bakers - Retail,4/29/1985 0:00,1/7/2020 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/9/2023 8:32,Search,0
704,1000004791,Home Connections LLC,1105 Magnolia Ln N,,Plymouth,MN,55441,USA,6129917988,,https://opencorporates.com/companies/us_mn/bbb86251-94d4-e011-a886-001ec94ffe7f,60235-300,Computer Business Services,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/23/2021 6:33,Search,0
704,1000005014,Marco Lawn Service,9788 166th Ct SE,,Becker,MN,55308,USA,7632626635,,https://landscape-services.cmac.ws/marco-lawn-service/31057/,00155-000,Landscape Contractors,8/30/2010 0:00,8/31/2016 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,9/3/2019 4:20,Search,0
704,1000005637,Degroot Enterprises,1885 170th St W,,Faribault,MN,55021,USA,6122554583,,https://www.houzz.com/professionals/general-contractors/degroot-enterprises-inc-pfvwus-pf~757953377,10177-000,Construction & Remodeling Services,10/6/1992 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/7/2023 9:00,Search,0
704,1000005380,"Dakota Line Contractors, Inc",6731 Sterling Dr,,Bismarck,ND,58504,USA,7012248654,,https://www.dlcnd.com/,80806-000,Oil & Gas Exploration & Development,3/24/2011 0:00,,FALSE,NR,0,10,0,FALSE,Micro-small,FALSE,12/26/2022 8:45,Search,1
704,1000001819,S I Industries Inc,9983 Baltimore St NE,,Minneapolis,MN,55449,USA,7637841430,,https://www.yellowpages.com/minneapolis-mn/mip/s-i-industries-inc-6004714,30536-000,Printing Equipment,1/1/1987 0:00,,FALSE,NR,0,30,0,FALSE,Micro-small,FALSE,1/30/2023 8:33,Search,0
704,1000005893,Albeno's Construction ,PO Box 1827,,New Town,ND,58763,USA,7015090749,,http://www.albinoconstruction.com/,10177-000,Construction & Remodeling Services,4/15/2016 0:00,,FALSE,A+,99.38,2,0,FALSE,Micro-small,FALSE,1/15/2020 8:11,Search,1
704,1000001355,J J Cash & Pawn,49o University,,Saint Paul,MN,55106,USA,6517718156,,http://www.bestpawnusa.com/,50626-000,Surplus & Salvage Merchandise,,6/8/2016 0:00,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,6/10/2019 4:04,Search,0
704,1000005782,Douglas Watson Construction Inc.,3649 Oliver Ave N,,Minneapolis,MN,55412,USA,6125225023,,https://www.homeyou.com/douglas-watson-construction-minneapolis-mn,10177-000,Construction & Remodeling Services,3/12/2010 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/30/2022 8:56,Search,0
704,1000004785,Driftwood Remodelers,857 Bidwell St,,Mendota Hts,MN,55118,USA,6512082989,,https://www.driftwoodmn.com/,10177-000,Construction & Remodeling Services,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/27/2023 9:09,Search,1
704,1000004456,"Fresh Company, LLC",15128 82nd Ave N,,Osseo,MN,55311,USA,6123000047,,https://www.superiorfresh.com/,60367-000,Fire & Water Damage Restoration,12/9/2014 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/3/2023 9:12,Search,0
704,1000005671,Dick&#39;s Manufactured Housing,6163 193rd Ave NE,,New London,MN,56273,USA,3202126288,,https://www.mobilehome.cc/company-dicks-manufactured-housing-in-new-london-mn-6989,10035-000,Contractors - General,5/13/2013 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/6/2023 9:13,Search,0
704,1000002828,Oaks TW Hardware,1519 Como Ave SE,,Minneapolis,MN,55414,USA,6123311925,,https://m.facebook.com/profile.php?id=131856080191861,50333-000,Hardware - Retail,1/1/1984 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,1/29/2023 8:36,Search,0
704,1000001282,Ness Sealcoat Service,24137 498th Street,,Bemidji ,MN,56601,USA,2183330606,,https://www.nesssealcoat.com/,85295-000,Seal Coating,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,9/1/2022 8:30,Search,1
704,1000004652,Hebron Brick Supply,404 S Burlington Ave,,Fergus Falls,MN,56537,USA,2187393671,,https://www.hebronbrick.com/fergus-falls-store/,50101-000,"Brick - Concrete, Pumice",2/17/1975 0:00,,FALSE,A+,100,3,0,FALSE,Micro-small,FALSE,3/13/2020 4:18,Search,1
704,1000004344,N8&#39;s Place,100 Foussard Avenue Se,,Saint John,ND,58369,USA,7014775877,,https://www.restaurantji.com/nd/saint-john/n8s-place-/,50544-000,Restaurants,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/27/2023 9:09,Search,0
704,1000003719,Lakeland Sleep Center,11855 Ulysses St NE,,Blaine,MN,55434,USA,7633547656,,https://www.lhssleep.com/locations,60218-100,Clinics - Sleep Centers,11/30/2000 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/8/2022 9:19,Search,1
704,1000001955,James River Pest Control and Green Lawns Inc.,1809 4th Ave SW,,Jamestown,ND,58401,USA,7012512298,,https://www.yellowpages.com/jamestown-nd/james-river-pest-control-green-lawns,60650-000,Pest Control Services,1/1/1984 0:00,10/22/2019 0:00,FALSE,NR,0,3,,FALSE,Micro-small,FALSE,1/4/2023 9:05,Search,0
704,1000002145,Anchor Fence of Minnesota ,8600 W 125th St ,,Savage,MN,55378,USA,9528826335,,https://www.facebook.com/AnchorIron/,85319-000,"Chain Link Fence Sales, Service & Contractors",10/1/1980 0:00,4/16/2014 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,9/10/2022 8:39,Search,0
704,1000001846,Rudawski Law Office,2332 Lexington Ave N,,Saint Paul,MN,55113,USA,6512877664,,https://estate-planning-attorneys.cmac.ws/rudawski-law-office-pa/11117/,60075-000,Attorneys & Lawyers,8/30/2010 0:00,4/16/2014 0:00,FALSE,NR,0,2,,FALSE,Micro-small,FALSE,11/10/2021 4:13,Search,0
704,1000004895,Neighborhood Barbershop,933 Maryland Ave E,,Saint Paul,MN,55106,USA,6517743020,,https://www.goodneighborbarber.com/,60125-000,Barbers,5/15/2012 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/20/2022 8:57,Search,1
704,1000001565,Mauer Amoco Oil Co,411 1st St SW,,Hankinson,ND,58041,USA,7012427286,,https://local.wahpetondailynews.com/hankinson-nd/mauer-amoco-oil-company-701-242-7286,50567-000,Service Stations - Gasoline & Oil,1/1/1994 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,Search,0
704,1000000029,Code 3 Construction LLC,3233 Greenbrier St,,Vadnais Heights,MN,55127,USA,6512602892,,https://www.facebook.com/people/Code-3-Construction-LLC/100067643234051/,10177-000,Construction & Remodeling Services,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,Search,0
704,1000005882,Dave Miller Contracting LLC,16708 510th St,,Waterville,MN,56096,USA,5074616087,,https://start.cortera.com/company/research/l6l2rul9o/dave-miller-contracting-llc/,10177-000,Construction & Remodeling Services,4/6/2015 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/23/2022 8:01,Search,0
704,1000001989,MN Decorative Concrete,210 Central Ave. Suite #7,,Milaca,MN,56353,USA,3209804565,,https://www.superpages.com/yellowpages/c-concrete+contractors/s-mn/t-milaca/,50178-100,Concrete - Stamped & Decorative,,10/16/2019 0:00,FALSE,NR,0,,,FALSE,Micro-small,FALSE,10/18/2019 4:02,Search,0
704,1000005690,Gem Building Services,5190 Hemlock Ln N,,Plymouth,MN,55442,USA,7635530881,,https://www.myhomepro.org/Architect/William-Connelly-Gem-Building-Services/,10013-000,Building Contractors,4/1/1997 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/7/2023 9:00,Search,0
704,1000005178,Rust,38859 7th Ave,,North Branch,MN,55056,USA,2082407193,,https://www.facebook.com/therustyowlnb/,50014-000,Antiques - Dealers,7/6/2015 0:00,12/20/2018 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/21/2018 3:50,Search,0
704,1000004915,Shorewood Pub,1743 Long Bridge Rd,,Detroit Lakes,MN,56501,USA,2188473206,,https://www.restaurantji.com/mn/detroit-lakes/shorewood-pub-/,50544-000,Restaurants,7/29/1999 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/22/2019 4:11,Search,0
704,1000003288,Austin Tobacco Shop,1004 18 Avenue North West,,Austin,MN,55912,USA,5074331603,,https://www.facebook.com/AustinTobacco/,50154-000,Cigar & Cigarette & Tobacco Dealers - Retail,,,FALSE,NR,0,,0,FALSE,Micro-small,FALSE,2/17/2021 4:35,Search,0
704,1000001746,A to Z Glass LLC,2079 Shale Ln,,Eagan,MN,55122,USA,6512746967,,https://www.yellowpages.com/eagan-mn/mip/a-to-z-glass-502772937,60990-000,"Auto Repair - Windshield, Glass Shops",9/20/2010 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/20/2022 8:59,Search,0
704,1000006154,North Star Sportswear,5320 N Broadway,,Minot,ND,58703,USA,7018386547,,https://www.ncssportswear.com/,50608-000,Sporting Goods - Retail,7/22/1993 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/13/2019 4:12,Search,1
704,1000006499,Stangel Stump Grinding,21914 Airport Rd,,Grand Rapids,MN,55744,USA,2183266962,,https://marketplace.apg-mn.com/places/view/24802/stangel_stump_grinding.html,85302-100,Stump Grinding,7/7/2014 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,7/20/2021 4:05,Search,0
704,1000004801,Jack&#39;s All Trade Service,3404 Balsam St SW,,Prior Lake,MN,55372,USA,9522703074,,https://www.alljackstrades.com/contact,15035-000,Handyman Services,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/27/2023 9:09,Search,1
704,1000001823,A Guy & A Squeegee,,,,,,,,,https://www.facebook.com/AGuyWithASqueegee/,60478-000,Janitor Service,6/1/2016 0:00,,FALSE,NR,0,5,0,FALSE,Micro-small,FALSE,8/16/2022 8:20,Search,0
704,1000002557,Pennock Civic Center,305 Dakota Ave NE,,Pennock,MN,56279,USA,3205999789,,https://www.cityofpennock.com/index.php/news/30-community-center-rental,60037-000,Amusement Parks & Places,1/1/2004 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/30/2023 8:33,Search,1
704,1000005066,Brian Michels Development Inc,29211 44th St NE,,Belgrade,MN,56312,USA,3208949108,,https://www.visualvisitor.com/companies/1456178/brian-michels-development-inc,10035-000,Contractors - General,6/20/2001 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/20/2022 8:57,Search,0
704,1000005177,Holiday Gas Station Store,208 N Highway 10,,Royalton,MN,56373,USA,3205847402,,https://www.gasbuddy.com/station/53560,50567-000,Service Stations - Gasoline & Oil,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/22/2023 8:40,Search,0
704,1000005920,Knead to Relax,PO Box 142,,Parshall,ND,58770,USA,7018370038,,https://www.facebook.com/kneadrelax/,60543-000,Massage Therapists,7/6/2016 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,9/28/2022 10:20,Search,0
704,1000001298,Virgil Hesse Construction Inc,15422 County Road 21,,Watkins,MN,55389,USA,3206857007,,https://www.thebluebook.com/iProView/982414/virgil-hesse-construction-inc/general-contractors/,10035-000,Contractors - General,1/1/1992 0:00,,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,10/4/2022 8:07,Search,0
704,1000006389,"Alternative Energy Group, LLC",260 Salem Church Rd,,Sunfish Lake,MN,55118,USA,6512466091,,http://sunfishsolarfarm.com/permitting/,80668-200,Contractors - Solar Energy,12/16/2010 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/6/2023 9:13,Search,0
